	gene	leverage
30833	Lhfpl3	0.013139200460629125
28567	H2-D1	0.013133642926017961
27312	Gm8172	0.01312048376422573
27693	Gm8973	0.013114040418146788
21003	Gm37108	0.013071664695162745
4131	Bdnf	0.01299920848607001
30194	Kcnk2	0.012998127535253182
22677	Gm42845	0.012983315402088937
42521	Synpr	0.012980693238316304
12282	Gm14323	0.012970405998172348
43115	Tle4	0.012936940205629424
28716	Hcn1	0.012930076718261312
2307	AC149090.1	0.012922787955488417
3540	Arx	0.012913910135640215
18830	Gm26723	0.01287072516035764
7752	Enpp2	0.012870025671444846
40403	S100a6	0.0128551843254824
9648	Gm11033	0.01283723870952768
29005	Homer2	0.012836002087248125
39920	Rpl19-ps1	0.012825802427405032
26799	Gm6977	0.012809407214746162
28388	Grin3a	0.012806337111798821
30144	Kcnc3	0.012791418329116424
28025	Gm9844	0.012767960409536405
44478	Ugt8a	0.012762736466719365
28293	Gpr26	0.012758020000559875
39294	Rasgrf2	0.012753936812604129
13867	Gm16238	0.012752351655509222
39300	Rasl10a	0.012725823771031847
28379	Grik3	0.01271938894830926
40747	Sema5a	0.01271568270116427
20768	Gm35857	0.01271190191876061
39288	Rasd2	0.012709441848462498
7235	Dpy19l1	0.012691295684505968
4622	Cadps2	0.012670865570653037
10506	Gm12163	0.01266230469551519
32546	Mog	0.012659758681966896
26677	Gm6681	0.012641913650419162
4988	Ccl27b	0.01262108722693502
43646	Tppp3	0.012619551532914473
45811	Zfp30	0.01259270292455869
44673	Vat1l	0.01254161437536491
35601	Parm1	0.01254029703742477
8763	Fth-ps2	0.01252594394643953
7992	Ezr	0.012519017225598478
28341	Gpx3	0.012510661560045698
7178	Dock10	0.012503988402878327
39926	Rpl19-ps9	0.012499837041713332
42439	Supt7l	0.012496050821138626
30002	Itgb8	0.012492751187796011
39516	Rfx3	0.012482294622956516
45261	Vps8	0.012459199134443114
4599	Cacna2d3	0.012438445433292897
6184	Csf1r	0.012433452401438227
8286	Fam84a	0.012424212916558888
42360	Stx1a	0.012407964495528574
5545	Chn2	0.012405150994574225
28720	Hcrt	0.012399607478159096
5871	Cntnap5a	0.012395287227615548
5853	Cnr1	0.012385006997955781
3547	Asap2	0.01236879421707175
2873	Ahnak	0.012352844678164172
8940	Garnl3	0.01233561842681035
26063	Gm5526	0.012331219020592078
42317	Stk40	0.012288285060699634
29111	Hsd11b1	0.012284769018385626
8438	Fcer1g	0.012278972323422732
10661	Gm12337	0.012272125887497936
30145	Kcnc4	0.01226895433441465
25810	Gm5054	0.012267206120653316
10669	Gm12346	0.012246338027833871
7813	Epop	0.012206660669653027
4624	Calb1	0.012205223185067534
41859	Sowaha	0.012195704161395012
33175	Nbl1	0.01218950645390262
33683	Nrip3	0.01216875231680845
29249	Ide	0.012163546868305402
45277	Vstm2l	0.012138168873839325
44223	Ttyh2	0.012121265650103104
37137	Ptpn3	0.01211676168373476
33621	Nptx1	0.012083302943828847
35872	Pdyn	0.012073666786267055
39309	Rassf3	0.012069736000366022
5885	Coch	0.012063970773453213
8965	Gatm	0.012060655910292905
31301	Man1a	0.012058869734260597
13659	Gm16005	0.01205422849717252
40142	Rps12-ps24	0.012051698802029626
890	2900052N01Rik	0.012050297607102824
43257	Tmem163	0.01201984817659854
40926	Sgk1	0.012014101797694401
38625	RP24-243A15.4	0.01200768729082834
42536	Syt2	0.012005831999155543
30225	Kcnv1	0.012002050123351175
24499	Gm44768	0.01200106765739399
9084	Ghrhr	0.011999007059222943
36225	Plac9a	0.011992490378775238
26065	Gm5528	0.01196934735030929
33655	Nr4a1	0.011967353599516329
13403	Gm15710	0.011960586662330854
31449	Mb21d2	0.011960318364681357
4429	C1ql2	0.011952360466266566
43436	Tmem88b	0.011938587924361277
9230	Gm10059	0.011937227159920913
43354	Tmem254b	0.011934136729018194
9954	Gm11539	0.011931616286149591
6923	Dgat2	0.011926482603391712
26833	Gm7091	0.011922233439415479
5209	Cdh13	0.011894119576996634
5883	Cobl	0.011893281079908004
30155	Kcnf1	0.011885225180517708
30138	Kcnab3	0.011849759069475387
39383	Rbms3	0.011846949634285406
13179	Gm15464	0.011845774230673338
42392	Sulf1	0.011844825003178449
39541	Rgs16	0.011835410191860456
39555	Rgs8	0.011824956754950777
38155	RP23-424C4.8	0.011806502283130934
11599	Gm13456	0.011791121839325942
40479	Satb1	0.011772144206570797
27890	Gm9493	0.011766521028844675
35488	P2ry12	0.011765153414161381
4710	Car4	0.011763112277340813
36307	Plekhg1	0.011759555397838862
26639	Gm6612	0.011756428393671865
5404	Cerk	0.011744182389771374
43044	Thsd7a	0.011736522006073448
3304	Apod	0.011735270140504805
30706	Lars2	0.011729050014070326
29006	Homer3	0.011725585998278684
39592	Rhou	0.011717929516474273
43663	Tpt1-ps5	0.011706125412515794
39946	Rpl23a	0.011690555773816544
29855	Insig1	0.011668364338327639
45674	Zcchc12	0.01166285939293088
8526	Fgfr1	0.011661162491409482
6048	Cplx3	0.011659904280443138
36748	Prex2	0.011658412387652054
41889	Sox9	0.011650795585480817
36744	Prelp	0.011644153094393931
26701	Gm6745	0.011637878623754755
35767	Pcp4l1	0.011594268548998254
30375	Klf9	0.0115900690711617
8461	Fcrls	0.011573860489419708
33287	Neat1	0.01155391695795046
33064	Myrf	0.011540529062717868
40137	Rps12-ps19	0.011531577098388804
33673	Nrep	0.011526265608298156
35806	Pde1a	0.011523320933819364
33297	Nectin3	0.011523012683044415
10525	Gm12184	0.011512153532786973
42621	Tanc1	0.011496185013229741
30922	Lmo1	0.011491201777523856
29106	Hs6st2	0.011487137720236764
5151	Cd83	0.011486827042413163
26444	Gm6210	0.01148057136979919
8867	Gabra5	0.011470844331919852
40149	Rps12-ps9	0.01146409732620372
8786	Fuca1	0.011460237368419574
29092	Hrh3	0.011459031284222593
8027	Fa2h	0.011453192412386553
26712	Gm6768	0.011449291612606029
3187	Anln	0.01142851150352924
26104	Gm5586	0.011427428460446726
15318	Gm20721	0.011422358624850163
18227	Gm25911	0.011421082101880973
30166	Kcnh7	0.011420753791528562
7796	Epha7	0.011409165311607425
33211	Ncoa4	0.011404174373995081
35375	Opalin	0.011395673154799097
40036	Rpl36-ps2	0.011378300091217755
40187	Rps19-ps3	0.011377585767543913
26596	Gm6520	0.011373919679184427
40255	Rps8-ps2	0.011366532235272725
30390	Klhl13	0.01135267887683102
30217	Kcnq5	0.011351560424211283
11194	Gm12967	0.01134250231603513
44400	Ubl7	0.011336717995261729
710	2310022B05Rik	0.01133068742286479
38181	RP23-434A12.2	0.01131264202119417
36832	Prmt2	0.011301376271001626
8601	Flrt3	0.01130062504103192
9218	Gm10039	0.01127760845194061
36036	Phlda3	0.0112748612842325
4650	Camk1	0.01127311367034209
6119	Crim1	0.011262680611759513
8812	Fxyd6	0.011250663994694272
33326	Nell1	0.01124884902880874
15216	Gm20568	0.01123736021299872
15688	Gm22122	0.011232558114776225
25625	Gm4602	0.011228598788598982
28666	Hap1	0.011224648594630513
44711	Vip	0.011212625790201998
11135	Gm12900	0.01120141583853438
26424	Gm6170	0.011192534474222762
28130	Gnal	0.011191574297058486
39973	Rpl27a-ps2	0.011188945464825455
27002	Gm7482	0.011181043844521413
39554	Rgs7bp	0.011159491007764989
42346	Strip2	0.0111571107366287
9014	Gda	0.011155660240988042
7174	Doc2a	0.011150859105945963
7508	Ednrb	0.011145837163696812
33953	Olfm3	0.011139769274319984
36395	Pmp22	0.011130213956034635
8882	Gad1	0.011116867511448464
31245	Mag	0.011110728249254248
2740	Adgra1	0.011105571959719687
31515	Mctp1	0.011103843092558031
37454	RP23-179D3.3	0.011101564227942786
39551	Rgs5	0.011096138058682037
5664	Cldn10	0.011083017437686828
19115	Gm27046	0.011081276455444631
36387	Pmepa1	0.011080352466271587
3155	Ankrd34b	0.01104494413788128
40165	Rps15a-ps3	0.011043646507386814
43277	Tmem178	0.011040514789276486
41851	Sorcs3	0.011033367336030536
15223	Gm20594	0.010999705790429568
40069	Rpl7a-ps10	0.010996712936136644
37703	RP23-261O3.5	0.010985557574985948
7621	Eif3j2	0.010981528545559668
4164	Bhlhe40	0.01097000669087044
6057	Cpne5	0.01096400954185743
4704	Car12	0.010960102300606556
40153	Rps13-ps2	0.010956698259735618
7742	Eno1	0.010948781597865666
28404	Grm2	0.01094454380507778
35556	Pam16	0.010944234391250019
26348	Gm6028	0.010941102618889063
39635	Rian	0.010939221823136547
27454	Gm8430	0.010935647529410883
42975	Tgfb2	0.010934958090269165
40263	Rpsa-ps12	0.01091610760876649
7925	Etl4	0.010902693358831676
31098	Lrrtm1	0.010902066691698107
7620	Eif3j1	0.010894887439152965
41858	Sostdc1	0.010893475791832962
41864	Sox10	0.01089253369954456
7006	Dkk3	0.010890430552617857
41872	Sox2	0.010883722019090061
35675	Pcdh8	0.010883157190573308
43022	Them6	0.01088092903238275
42535	Syt17	0.010877296492172357
5591	Chst8	0.010866930950080197
4113	Bcl6	0.010861150604519018
2904	Ak5	0.010860318017549516
8611	Fmnl1	0.01085829917044029
26921	Gm7290	0.01084520202072834
39655	Rims3	0.010845006510738336
46313	mt-Ts2	0.010833770740862413
44677	Vav3	0.010828055408566076
1941	9330162G02Rik	0.01082656626685083
8688	Foxn3	0.010818712321723106
27052	Gm7600	0.010816017979109574
35627	Patj	0.010806955783763603
29781	Il33	0.010806827691306526
46165	Zfyve27	0.010798320632037029
44654	Vamp1	0.010787930306141936
30152	Kcne2	0.01077460922834925
29281	Ifi27	0.010768929466450573
8602	Flt1	0.010762798117607325
31714	Mgp	0.010759108593700934
30350	Kit	0.010754028268441932
35930	Pex5l	0.010751387045038174
8276	Fam81a	0.010749212174311787
41475	Slc9a3r1	0.010740842525506087
33304	Nefh	0.010740717596365766
5156	Cd9	0.010740243756354982
2209	A830018L16Rik	0.010734149628866188
40007	Rpl31-ps20	0.010732036568409401
15322	Gm20732	0.010730613217235955
40605	Scn1a	0.010728954940637386
3921	BC001981	0.010724813303354949
26129	Gm5620	0.01071609444740261
5912	Col25a1	0.010715135024175646
5114	Cd34	0.010711554490729318
5466	Cfh	0.01069622602956477
5622	Cit	0.010682086873062144
44114	Tspan2	0.01068092535850804
35557	Pamr1	0.01067666747609284
5749	Clmn	0.010673567306964712
6693	Dbpht2	0.01066546020052985
2334	AI504432	0.010664614149922261
45704	Zdhhc2	0.010660903178140935
3136	Ankrd12	0.010659791417378278
28403	Grm1	0.010654637870156174
10673	Gm12350	0.010618647106495176
1957	9430020K01Rik	0.010617699441842437
26476	Gm6274	0.01060746441687182
40190	Rps19-ps6	0.010596244221166009
26560	Gm6450	0.010591357838325977
28910	Hivep1	0.010583092429799709
2642	Acvr1c	0.010575196051290169
6930	Dgkb	0.010566291031358529
36157	Pitpnm2	0.010562774251341086
1929	9330132A10Rik	0.010557168304548552
33571	Nova1	0.010537446902649331
38361	RP23-70B19.5	0.010535883479533025
36155	Pitpnc1	0.010519704965957857
40862	Sertm1	0.01051268569101125
31153	Ly6a	0.01050023111835068
44228	Tuba1c	0.010494746715275125
8919	Galnt9	0.010494218775860332
42456	Sv2c	0.01048515394753336
33628	Npy2r	0.010474045170247972
6339	Cx3cr1	0.010460675853415093
27993	Gm9780	0.010453237948374005
9215	Gm10036	0.010446031938395568
33339	Neto1	0.01043994579315992
13671	Gm16020	0.010437383461314951
33657	Nr4a3	0.010424163903268526
20425	Gm30708	0.010410475649709013
36827	Prlr	0.010397947166720777
5008	Ccnd2	0.010393709189748811
12252	Gm14279	0.010377213843882389
918	3110035E14Rik	0.010372468565006381
40218	Rps27-ps1	0.010369318483632465
7853	Erh	0.010366025239814216
40017	Rpl31-ps8	0.01035481913266691
33232	Ndrg1	0.0103535518107952
35670	Pcdh17	0.010352220201642656
6941	Dhcr24	0.010348138778262617
28230	Gpd1	0.010341234407205092
5665	Cldn11	0.010338662895077658
7832	Erbb4	0.010337528111207988
4643	Caln1	0.01033017384284615
30500	Kndc1	0.010322231504645245
9130	Gjc3	0.010322161270796945
14359	Gm17430	0.010319407100933663
33292	Necab3	0.010316519298962214
30170	Kcnip3	0.010308984362827298
4275	Brd7	0.01030873481961878
5007	Ccnd1	0.010298564101053004
2980	Aldh6a1	0.010298058269593194
36037	Phldb1	0.010295007184792232
35391	Orai2	0.010283666231680184
6344	Cxcl12	0.010266659411074422
30080	Junb	0.01026475567323183
29364	Igfbp6	0.010257441164051676
4941	Ccdc85a	0.010256830474808357
42046	Spock3	0.010250746379258064
43252	Tmem158	0.010247958751131898
41454	Slc7a11	0.010246909805329059
45841	Zfp36l1	0.010244189909782998
10532	Gm12191	0.010243183618853112
30182	Kcnj4	0.010242221937931749
39538	Rgs12	0.010221721034718136
30156	Kcng1	0.010216009539609192
40610	Scn3b	0.010214055044777919
41355	Slc38a3	0.010203894920550967
45472	Wscd1	0.01018743600275863
4606	Cacng2	0.010186805047190427
30186	Kcnj9	0.010158003147336373
40635	Scrt1	0.010153816949653997
3432	Arhgef26	0.010148268595646043
41788	Snta1	0.010148104344541229
42309	Stk32c	0.01014764350062358
39277	Rarres2	0.010143066073947722
46277	Zyx	0.010141559672276191
27339	Gm8213	0.010122350533520542
30213	Kcnq1ot1	0.01011879784449802
30813	Lgals3bp	0.010117737783454803
4655	Camk2d	0.010114510167733827
45617	Zbtb20	0.010109655601433329
