	AB	AB_2	AS	AS_2	D	D_2	N	N_2
N02_D1__4_6	823.862243742	497.50647284549996	5.5483252274999995	3.753640021	9.990410302499999	9.049133969500001	8.8841701485	11.2053729235
N02_D1__4_7	227.405764829	323.8352338315	3.0793487355	2.133501338	7.297766909	6.9908530895	5.190166677500001	5.849822662
N02_D1__4_8	170.8578140725	325.8796762235	3.468253347	3.4911298740000003	8.3183277225	7.7582772035000005	4.086745479	5.268949815000001
N02_D1__4_9	1332.3405637885	739.3228504059999	4.021793677	4.5679960885	11.405835543999999	10.85772159	7.294429708000001	5.868024027500001
N02_D1__5_10	137.299985787	167.041338086	3.1765216315	5.845048788	17.3050700385	16.503064792	11.667906285	10.2805857485
N02_D1__5_11	402.603720167	527.7733507104999	4.6562518995	5.556855918	14.570542824	18.046432699	9.272992523	10.614128765
N02_D1__5_12	150.884686427	143.3810104685	17.660889425999997	23.647924381499998	19.1555824265	21.6120964075	3.7115410455	4.916195673000001
N02_D1__5_16	514.808583546	922.9314407379999	41.2974583255	32.207588299	25.160043101	17.5431776955	2.5575204415	2.6828859315
N02_D1__5_17	1709.977758008	1626.6339814860003	16.2860250135	22.472335661000002	17.597879282500003	19.1254446055	3.918569875	4.228691872
N02_D1__5_18	308.630955675	416.840933338	7.0680000000000005	13.3332690935	17.508	17.812060359500002	10.644000000000002	7.752124728
N02_D1__5_19	666.7694814505	456.889497002	2.341086215	4.060391084000001	18.10460302	19.794688350500003	19.757671700000003	17.591270497000004
N02_D1__5_20	128.4184705935	285.50040677	1.519110409	1.9065126829999999	16.5734945615	17.1445302655	11.636385732499999	14.103153306499998
N02_D1__5_21	3559.838969143	2125.6830160235	4.425901715	3.7061419774999997	13.227716681	15.0072324015	16.9730062295	15.314145835000001
N02_D1__5_22	281.17845489399997	406.141291598	1.5038956335	1.0296057995	12.589841155	15.056409648	14.5225584345	16.1112181815
N02_D1__5_23	120.24797188550001	804.109325295	15.136285150500001	6.104991624	27.941539220499997	23.127214505	28.206709423	26.1693327205
N02_D1__5_24	123.60529436250002	419.58734835900003	6.3986650485	5.433847565500001	22.536407767	18.2198772725	37.035800971	31.505562883500005
N02_D1__5_5	785.5374201085	934.0105077554999	3.9418019665	3.7021222085	7.794991996500001	8.5215708045	6.468671392500001	6.375165464
N02_D1__5_6	1074.5014068235	1946.065925822	2.8192371475	3.5048923345	6.633499171	6.2618466215	7.9291044775	7.9412919859999995
N02_D1__5_7	300.05691858750004	1642.299181024	3.5994992005000004	5.0294178365	7.8562982545	6.879644922000001	7.1676984075	6.636216625
N02_D1__5_8	176.08467299850003	334.8669236645	5.621954933	5.2282657825	14.452649208	10.710788007	12.6941230205	8.290643363
N02_D1__5_9	116.21870636699998	114.71728582650002	10.8825573315	10.881347944	9.0340514245	10.0700230605	3.0368311324999997	3.5651163965
N02_D1__6_11	99.942084517	163.9394290225	7.5594144495	11.804302968	18.517750252	21.5855471065	6.214069815499999	6.8887894835
N02_D1__6_15	370.55275801	911.369619423	43.8076686485	27.579539608	21.826942793	13.7793968765	5.361902809	3.9408826114999997
N02_D1__6_16	293.678351933	727.6604796765	29.429689505	25.972467795	14.928149859000001	13.975277848	1.4273800359999997	2.83767997
N02_D1__6_18	523.3616301865	573.7451694035	21.2363544045	21.785232016000002	25.187230261499998	23.287503069	2.0976136075	1.639608397
N02_D1__6_19	525.7049155955	551.3378575204999	9.186728584	10.2272556475	16.3418061835	17.598034058499998	1.906391299	2.839192581
N02_D1__6_2	139.3816785955	218.757041211	28.688636209000002	17.8022792845	7.632600258499999	5.872302013	0.6604480155	0.866418428
N02_D1__6_20	246.5069455935	424.429110294	4.2486631015	6.025727015499999	23.363636364	21.739807407	14.524064171	14.352273271500001
N02_D1__6_21	167.9757275465	537.0099420839999	2.016649921	3.0182649994999995	19.2550595665	19.8461619055	18.5840390415	16.7414611995
N02_D1__6_22	199.6381216435	273.765909518	2.1202106205	5.229855371999999	15.575285682499999	17.370324054	13.4998879675	13.583351457000001
N02_D1__6_23	429.501850554	262.868478407	0.42175426150000006	1.7185774885	14.053559842	16.335928874	14.097799799499999	14.596286826499998
N02_D1__6_24	291.58963805	826.634384105	1.550121475	3.85012653	25.678673286	22.341579301	34.092109433000005	28.737798895
N02_D1__6_25	581.155110682	375.734263656	11.8343195265	9.3678427405	13.7793661025	14.077056021499999	18.785517605	18.252328963500002
N02_D1__6_3	171.1320345305	196.4274837475	5.3927825485	5.5937276065	19.850893479	15.977462097	35.669528893	26.333094465500004
N02_D1__6_4	230.866300462	478.24985108	5.169293637	5.420812161	11.278458844500001	11.550450489	11.0770577935	13.952346385499999
N02_D1__6_5	130.3462126405	626.770917308	2.3316576270000002	2.6302540115	9.630903559	9.5384265575	7.229792300500001	6.033586695
N02_D1__6_6	156.22656431299998	148.0342745615	6.6791251385	3.89109256	10.8527131785	8.511609380500001	5.1737264675	5.9233565135
N02_D1__7_10	141.275106488	151.56578567100001	9.493508163000001	18.6754072305	20.468569224499998	20.065951529499998	10.589407379	8.77075884
N02_D1__7_15	106.441889387	142.3369949455	4.1988003425	6.854613397	6.7016566695	6.839770902	0.685518423	0.770063561
N02_D1__7_16	101.4408234765	97.542789965	5.10465761	6.028284609500001	5.787357914999999	5.2550362885	1.4658996395	1.259072102
N02_D1__7_17	111.66327810549998	110.34399298150001	5.0841773425	6.2944605455	6.630223355	7.1581478065000015	1.163726608	1.893689896
N02_D1__7_18	1445.543714334	943.7272822799999	7.602472348499999	8.3350989765	6.2361743655	8.679399479499999	4.8308392975	6.068769296
N02_D1__7_19	365.26823489599997	487.73913029650004	29.745535992	20.831980205500003	20.864182169	17.8303564525	2.364213277	1.839480399
N02_D1__7_2	97.880272829	620.5907623915	12.999925523000002	16.616514094000003	6.27467044	8.554336989	0.796901765	4.664189250500001
N02_D1__7_20	491.722774478	548.693755947	10.4640091405	15.155404143999998	18.9697854515	19.84786261	0.441157801	2.131167942
N02_D1__7_21	309.0665579325	507.2383529435001	7.6095360825	7.2530211125	22.3775773195	19.888403003	15.4832474225	13.966865723000002
N02_D1__7_22	156.63533142699998	668.6897029630001	5.0123020625	4.9421317899999995	18.617121947999998	20.6132163525	17.7685950415	18.9580611035
N02_D1__7_23	132.4016469875	293.0421309545	1.253171607	1.2783130175000001	17.467046228	16.068717779	12.9741939475	13.3956081945
N02_D1__7_24	115.82550273849999	259.750194897	11.64037095	5.785944686499999	25.608213899000003	22.3650020905	22.356377213	20.678274894
N02_D1__7_25	1413.6773735645002	2412.821630338	4.938640313	10.823089965000001	16.8657688965	18.418194341000003	30.438205908	32.0215640565
N02_D1__7_26	201.710090123	473.2172046545	29.739663092999997	22.086032495	10.762633997	10.400853711500002	10.3093415005	8.849743736
N02_D1__7_3	226.15273505699997	1006.280955569	5.461625507500001	4.6158124755	16.231777940500002	15.8410806515	22.3590494575	21.085419149499998
N02_D1__7_4	221.458179331	577.554760269	3.2884615385	3.4888860824999997	11.1762820515	11.2323187675	7.2884615385	9.294487243999999
N02_D1__7_5	114.819836571	907.6587287305	1.0082123475	2.8151907915	7.9813755685	8.886069066000001	2.1337439505	3.9182452640000003
N02_D1__7_6	260.885847415	886.1650707635	4.827945777	3.1705402265	12.325338895	11.111201976	9.774070212000002	8.6995633045
N02_D1__7_7	559.4034469999999	1156.6578199205	4.050966000000001	3.748389066	13.046187937	10.1624499765	12.8419084555	8.625279794
N02_D1__7_8	102.67278842350001	137.8131185545	1.8050541515000003	4.8051968985	8.951731515	12.711768783	9.2024334805	8.11773619
N02_D1__7_9	123.57847646850001	155.378354397	4.6202225445	4.614742971	16.594097726	14.4322140625	11.752712696	8.9154577125
N02_D1__8_14	289.0562113355	402.031697656	17.298869144	29.456737542999996	16.917609046499997	20.0036825925	1.751211632	3.2486870755000004
N02_D1__8_15	116.913157888	124.9096717385	4.4578397705	4.8438241875	3.988224574	4.8031269075	0.5747529265	1.301465102
N02_D1__8_18	135.6493116185	161.77553862399998	4.488543372	3.3686586579999998	24.9181669395	21.119634249	63.776595744999995	45.511324508
N02_D1__8_19	130.8176028855	162.22680904499998	4.752523157500001	5.9527672	6.5671229085	11.615238811000001	4.977187889	16.0379774935
N02_D1__8_2	115.337872586	328.7265368915	13.1974398215	17.214101607499998	5.1238347015	7.382317032	0.6504800335	5.3033643085
N02_D1__8_20	460.342112832	1457.3493790685002	16.940525094	22.8808033385	14.181103768500002	17.974047992	1.6967315594999999	2.9918709789999998
N02_D1__8_21	540.9954292865	591.6577945505	10.3157529495	15.155497524000001	18.6155447605	19.8356847315	1.321998612	3.165909245
N02_D1__8_22	256.7349566435	497.84626019250004	7.358971517500001	7.4788167495	18.835198936	21.0032442195	13.0887731355	15.352552257000001
N02_D1__8_23	420.430248567	410.8703289285	2.3364796595	3.267719093	18.97434193	18.847040862500002	13.2677479395	16.302052881
N02_D1__8_24	1244.1814226765	1416.173351638	7.8053435115	5.3353740405	16.038713195	17.301702379	17.129225736000002	16.159175125
N02_D1__8_25	298.49563814500004	2075.970342686	1.977020348	4.6150211125	20.2098979395	19.923476776	30.1656075485	28.097894849
N02_D1__8_26	1031.534639405	1268.9698585055	16.1598178845	20.2257426305	19.4139621765	13.9089343415	29.249357927000002	21.298233628
N02_D1__8_3	310.872219366	1028.1220003839999	3.522813209	3.9436533270000003	16.4923115705	14.386662165500002	19.7063271995	18.3978332925
N02_D1__8_4	1860.8075584349997	2214.444903814	5.020330535499999	4.455303933	15.4512067155	14.5442987685	10.4669464845	11.381009137500001
N02_D1__8_5	132.3366942435	177.27400465149998	3.048132133	3.9227841029999997	9.963138867	11.6993783615	5.4866378395	6.0749458685
N02_D1__8_6	120.483036733	907.3176995055	3.481934732	3.17320765	13.202942890500001	12.8351309705	5.503350815999999	7.6117103235000005
N02_D1__8_7	126.8772568965	131.427223704	2.8052910724999998	3.6720131345	17.0585979935	14.5104508715	8.786503929999999	7.743432685000001
N02_D1__8_8	135.010989069	1348.1987482539998	2.386773031	3.1227651965	11.1779464745	12.964640445	7.668553783	6.798569726
N02_D1__8_9	136.10108958	141.381445952	5.1095427145	7.267668533	18.048816350499997	16.2242149285	9.8257609175	7.025767350000001
N02_D1__9_14	2456.892066469	1355.8098458435	30.241683252500003	36.284789198	24.458345181	25.7998071095	3.1106056295	3.1461835220000003
N02_D1__9_15	180.207339049	319.634854786	7.1950630905	10.152386044500002	7.3191753429999995	8.345308114	0.5102392609999999	0.44863654550000004
N02_D1__9_16	122.0892859055	114.327024744	5.407174653	4.0492506725	7.2564807545	9.555527091000002	2.287902592	8.7821826565
N02_D1__9_17	164.1172318865	500.015256697	1.7839542675	2.7634819395	9.5012812935	14.0036941145	27.304684933	35.9331586255
N02_D1__9_18	288.221460503	226.380133042	10.334204005	7.1145106045	9.04159132	5.8366815965	2.0293349405	2.205737057
N02_D1__9_19	791.649534085	735.5290090335001	6.342646356000001	5.79224271	3.777580436	8.8742469255	2.1347086550000003	12.8914742835
N02_D1__9_2	146.39860358599998	266.20640468749997	22.9789318965	16.9276480935	9.008189262999998	9.1306500915	2.313291804	2.483734909
N02_D1__9_22	439.48336086449996	597.906810268	12.363954209500001	18.223339763	21.947780973	23.9122347755	1.683302318	4.9214659685
N02_D1__9_23	127.82231667350001	283.47301537600003	3.422042864	5.2611483415	25.044991002	23.8120943215	23.520750395	20.056482298
N02_D1__9_24	249.02134160699998	302.911464434	0.6531381005	1.5207081420000002	12.436964579000001	15.3801402145	14.338659700000001	15.193825851499998
N02_D1__9_25	202.35716211300002	794.5889192525	4.0913891824999995	5.428971402	16.176552338	17.788147457	11.368058258	18.428104793
N02_D1__9_26	2916.5671214655003	2507.444450817	22.129520501	13.427889713499999	15.492215123000001	17.048868858	40.419328826	32.247113232
N02_D1__9_3	203.617072985	233.5277801625	6.079582051	4.9922303235	16.435268017	15.344683322000002	19.0152436845	18.3962022505
N02_D1__9_4	327.0077767545	809.916163549	4.657192888	3.1108421515	14.065867457	12.681343125000001	9.2908135775	9.2597438705
N02_D1__9_5	116.4700865735	1888.704635054	3.4505021520000003	3.882622058	13.798421807999997	11.730809527	5.814203730499999	8.411329189
N02_D1__9_6	1528.4071554974998	1729.7152736940002	6.868609585	5.153054404500001	15.6917298465	15.697266407999999	9.6264867495	8.602626654000002
N02_D1__9_7	110.695071762	114.073576487	3.9770845749999997	4.8690963425	21.243128684	18.7341648805	7.258758858	5.676281427
N02_D1__9_8	258.7786366065	252.60224816799996	5.5551956465	4.8052392505	24.501166105499998	21.184898264	5.0272091215	5.100802688
N02_D1__9_9	170.6182097965	194.799183991	27.075376884500002	16.301152165	18.3986599665	15.3357171235	5.5745393635	3.7083829955
N03_C2__10_1	250.3678344915	236.43000944	3.9732770745000003	2.5262213420000004	9.595959596	9.3399028495	4.759621532	5.9396367685
N03_C2__10_10	424.428401177	450.6147019025	7.668279537	3.229976102	14.757763214499999	12.6726586805	1.3842102040000002	1.6653390045
N03_C2__10_11	467.7139515275	466.391446813	0.2168491815	2.329844677	8.985687954	10.7079528035	1.390545376	4.5610292645
N03_C2__10_12	193.1015995855	616.5326258625	0.0	1.1622878779999999	7.449371956	8.13776822	2.6224045115	5.082160721499999
N03_C2__10_13	234.514207045	328.45133100399994	0.0	0.0172194555	8.867527137	11.2860283985	6.6938488954999995	6.579156511999999
N03_C2__10_14	159.2221080635	254.1858541615	0.0	0.0	13.5748663105	9.745549433	7.2994652405	4.2101568295
N03_C2__10_15	366.2921954325	462.4208418735	0.32648194399999997	0.549396507	8.812173518	9.332715087	2.3677038379999997	1.9629333
N03_C2__10_16	244.30948685750002	1305.208103072	0.0	0.0	11.049100144499999	8.765947576	2.3828933345000003	3.409108482
N03_C2__10_17	575.2983164425	640.7297764675001	2.9092274799999998	12.1710292215	14.231235916	12.593051226499998	1.034263593	1.1771069075
N03_C2__10_18	157.904048638	147.8576489235	15.3151453065	12.062228462	48.4013587105	37.762927837	47.921496738	32.4301949775
N03_C2__10_19	192.2101443005	178.0729773915	8.490079876500001	13.142398286999999	48.173151249499995	38.37182624650001	49.8995104355	34.912562455499994
N03_C2__10_2	100.686397927	89.777148993	4.784261122	2.927803803	10.060362173	7.4262882339999985	0.60921082	0.965830807
N03_C2__10_20	253.7420793475	680.3037492935	28.210181404000004	23.484175588	9.571184348	8.749006591499999	1.2418083385	1.2803281755
N03_C2__10_21	98.38144376	127.4801825865	6.424107925	7.338277947	3.8836652459999996	2.8304064879999995	0.814693687	0.4343371665
N03_C2__10_22	244.892497148	601.2906184240001	6.86111496	6.443059334	5.304604868	18.470562577000003	1.7320216159999997	16.836553141
N03_C2__10_23	747.5080096225	650.372126189	11.442889474	9.173067976999999	18.3663572125	15.359173068	4.131448894	5.8769133015
N03_C2__10_24	114.3589826315	129.7609532505	1.4633237019999998	0.793161691	12.578059464999999	14.10058888	10.5857955075	12.067470099500001
N03_C2__10_25	197.050891257	1221.9608957985001	1.849044345	3.9229901725	12.2854512965	13.0927447505	7.696680924500001	12.6409698725
N03_C2__10_3	93.13097600100001	679.6769008169999	7.780206677000001	5.01970027	12.20190779	11.734457022	0.720389507	1.058219953
N03_C2__10_4	114.890812655	112.04845637	2.160475658	2.941774653	19.70918938	15.25219362	1.324542297	1.028531582
N03_C2__10_5	116.236286024	170.304553002	2.233104799	3.264181053	15.919033627000001	14.006157616	0.842311459	0.744716863
N03_C2__10_6	356.0731970815	1133.2234577059999	12.7532907315	21.947721835499998	14.7550385055	15.928120922000002	1.545687913	4.8662461939999995
N03_C2__10_7	758.2150628599999	766.6157453800001	1.356098123	0.7538706980000001	11.41022688	10.2194267185	0.051825406	0.011769013500000002
N03_C2__10_8	597.3283792135	788.518410215	1.0864781605	1.3318296545	10.116624491	10.1202942915	0.0	0.5484399335
N03_C2__10_9	293.57362888600005	1558.1665872565	8.1993834635	3.5694867335	18.03368931	13.692774032500001	1.1284817790000001	0.7727544585000001
N03_C2__11_1	1932.03408113	2597.7136462185	3.0287380765	3.1599799695	11.908378394500001	9.069017321	9.1348198555	6.261046306
N03_C2__11_10	624.184533733	628.149250811	0.3169364555	2.3089374935	15.718476609499998	15.686499439	1.9356697575000004	1.272687876
N03_C2__11_11	1230.7561149515	1526.8503306025	0.0	0.7072861810000001	12.745414448000002	10.477968135500001	3.9400785325000003	2.7198186790000003
N03_C2__11_12	389.14731513699996	470.869964578	0.0	0.0279731935	10.2320473645	9.296027807	2.2727272729999997	2.3354640575000003
N03_C2__11_13	567.8889514905001	404.272934009	0.0	0.024101150499999998	12.198705179000001	12.971980867500001	5.592629482	5.263320520500001
N03_C2__11_14	598.49450298	1707.4739931535	2.8308064275	3.901645383	15.755805167999998	14.366404715	5.8857603385	5.4917730845
N03_C2__11_15	193.70806178200002	281.17882302600003	0.0173280195	0.5778783605	6.986079824000001	8.915125895	2.552994859	4.5867315710000005
N03_C2__11_16	175.1338700545	580.967037596	0.0	0.054474589000000004	11.886512548	11.3844218025	2.8959080234999997	3.754143138
N03_C2__11_17	1219.335911616	877.959058649	22.099664054	15.790397730999999	17.5979843225	15.185360254	3.5526315785	2.9353771354999996
N03_C2__11_18	182.9817947735	176.52422318499998	11.3848744975	9.916267135	56.614690861999996	32.978594098	55.35151581	29.463164292000002
N03_C2__11_19	548.5374179785	380.1090073	6.3331946755	9.6821257035	48.650686356	40.3656458195	46.4668261235	36.0035893195
N03_C2__11_2	1627.768862295	2524.920540275	13.505967370999999	7.2928624489999985	12.060659148	12.220946722	8.649950728	7.561617935
N03_C2__11_20	109.4812207945	123.024526161	23.26519777	20.0630653165	7.40642421	7.2531697235	0.7857711705	0.4720024225
N03_C2__11_21	289.91176144599996	343.829829835	8.777209349	6.173969276499999	2.540375163	4.797027709500002	0.077740997	4.129604549
N03_C2__11_22	481.9068943225	900.0903147925001	6.5732859415	8.704959996500001	5.0696847815	15.218040107	0.8231222525	11.2205424885
N03_C2__11_23	605.6937916635	796.049870411	4.627249357	5.516824642	18.227827763500002	16.432616533999997	10.823023779	10.1322399895
N03_C2__11_24	199.5483290985	421.19093531149997	0.051320332	0.9400565055	14.225062984000001	11.2772741195	13.574227862	9.708054872
N03_C2__11_25	4025.0430344375	2674.8198411070002	1.5596489705	1.657233949	18.4247110955	14.7139693375	25.175949257	21.235382854
N03_C2__11_3	190.742289132	1988.4886778670002	6.131860335	6.127631892	11.959661481	12.844507275	4.388587645	4.917868715
N03_C2__11_4	154.308192869	160.791522631	7.079093576	4.232779541	16.39927586	18.897392819	0.7241400840000001	1.389148155
N03_C2__11_5	210.694383443	222.892989643	2.4990135469999997	2.615875221	21.813757727	18.650543065999997	1.183743259	1.376610255
N03_C2__11_6	743.8803325835	887.507398917	25.357048048999996	25.3805314365	28.677993098	23.2725703525	6.395009291	6.425227534500001
N03_C2__11_7	718.1834780555	995.7598225585	1.9896513494999999	9.6335652985	12.329062461500001	15.939458614499998	5.1866453125	5.866261854999999
N03_C2__11_8	660.5894579535	842.770434823	1.0247585780000001	1.4090359625	7.7768645985000004	10.567769719000001	0.208033696	0.160546993
N03_C2__11_9	497.3005471475	705.063888369	3.1021225050000005	3.693547339	14.728498446	14.885307687000001	0.1527360825	0.21703814400000002
N03_C2__12_1	125.7062248725	263.0901366275	1.014569536	2.4232926215	8.2278145695	9.133650222	3.4701986755000003	4.8044917045
N03_C2__12_10	465.5551727585	871.440629633	14.134285398000001	9.836009473	17.250636555	15.893940016	3.116351157	4.359163895
N03_C2__12_11	809.160838794	1550.9752281279998	5.88378247	6.501396273	13.069071663999999	14.0734922935	0.483339634	1.2881961225
N03_C2__12_12	3026.347897969	2378.360762286	3.034061635	5.412695007	14.0993225835	12.283793586	2.3900391185	1.4103860815
N03_C2__12_13	383.51769025349995	716.8203026879999	2.217782723	3.0230844790000004	11.3013352215	14.671537328	0.207363949	0.365913556
N03_C2__12_14	465.11509634450005	568.9295937539999	0.0	0.646843124	10.520550346	9.322437235999999	2.90290071	2.4938073965000003
N03_C2__12_15	168.806214416	223.15217894900002	0.0	0.0	8.500659534	8.519665867	2.2204308955000003	3.474524174
N03_C2__12_16	212.02960236950003	216.245496119	0.0	0.018350369499999998	10.628618693500002	10.503887559999999	3.1265508685	2.3522455415
N03_C2__12_17	2050.4474361225	1431.7261760914998	51.8927527155	24.159316263500003	20.3790726815	16.550607673000002	9.998955723	11.714816269500002
N03_C2__12_18	171.51930936899998	194.15317252149998	10.124752369	10.9052729815	16.332922846	40.019332044500004	12.3333511805	39.322711819000006
N03_C2__12_19	40.134492042999995	101.4534921765	4.6510456035	10.228566424499999	1.5243134289999998	7.344275831	6.9564121944999995	5.2362603685
N03_C2__12_2	805.393786945	738.6928772665	4.8686009420000005	3.9514244515000003	10.7448478405	8.2303733905	13.5348625245	6.3615572015
N03_C2__12_20	107.48664468300001	415.79485292100003	10.190466742999998	12.1682918545	9.659739100500001	5.724542764500001	0.10664153600000001	0.701013923
N03_C2__12_21	4159.4411190499995	2679.2901212445	10.745229061499998	11.789463397999999	13.3897729205	19.4308727455	24.5002548275	28.967976995
N03_C2__12_22	447.791006242	627.2836229445	6.4184852370000005	6.973754426999999	12.0963760245	9.6571338475	0.0691221485	0.962378111
N03_C2__12_23	196.644583428	1116.519897784	0.5119117934999999	3.723710056	16.765111242	14.553490155	16.7183500685	15.415249365000001
N03_C2__12_24	141.8024982645	1427.7680513225	0.061419672	1.8877051969999998	9.616565763	9.9940461	17.440993244	15.309496470000001
N03_C2__12_25	1936.285252637	1190.649252756	8.181140514500001	4.5002697524999995	14.8201639955	14.0420354235	31.31056653	22.704523801500002
N03_C2__12_3	3755.29092794	2690.9030332039997	23.858350951	9.806361873	30.110993658	14.272118306	2.7484143760000004	1.761899533
N03_C2__12_4	956.1368764069999	951.28703692	0.7280755320000001	1.38499971	30.743576495	27.191076512	0.6482220870000001	2.266891303
N03_C2__12_5	116.458494164	216.48919394400002	4.3695319060000015	4.28413556	19.405862291	17.859774067	1.621274282	2.179518664
N03_C2__12_6	329.4322168125	694.1172849894999	11.0033775915	17.9418005035	9.631959002999999	14.314518962	0.3261122755	1.2393036295
N03_C2__12_7	783.290335512	1345.860518303	12.8959853085	19.212016058499998	16.670917717000002	16.293486658	0.805999082	2.505034131
N03_C2__12_8	745.2792205705	1008.1265061025001	1.7414145345	1.1833469075	13.717287674	11.765199061	0.0681000095	0.20241460249999998
N03_C2__12_9	614.2703355895001	993.8639743955	3.2328072150000002	4.491944205000001	12.835400225499999	13.675687514500002	0.0028184895	0.26966722800000004
N03_C2__13_1	105.3310720925	431.4429071999999	1.7771345875	3.9882146975	8.034732272	9.0482087195	4.645441389	6.133196692
N03_C2__13_10	1918.869761377	1270.8904242455	5.7584346215	8.116203441500002	18.670627350500002	15.9427540715	3.5046601624999996	1.7227759274999999
N03_C2__13_11	534.554821631	858.6974271695001	7.2587077905	13.806564586	15.3283701145	17.550327176	3.6134006915	3.3382486535
N03_C2__13_12	387.98434347499995	602.0197739235	9.952566963999999	9.7990500045	18.758370535500006	18.709019479	0.1813616075	0.9718971160000001
N03_C2__13_13	443.55686106950003	571.4060855439999	2.6245814455	6.149638577499999	16.424561749000002	16.9098384515	1.9548946225	3.14667928
N03_C2__13_14	2249.1244467415	1262.683275089	10.573880397	16.4406061245	9.7854652725	14.0517378405	8.3373558595	5.813553036
N03_C2__13_15	218.28073303500003	257.8859647	0.0	0.0	10.300641996	8.5933516875	3.6223184925000007	2.4402212705000004
N03_C2__13_16	735.0013317534999	685.9626966885	15.825599912500001	17.818145457	18.436659161999998	13.634424372000002	2.355719071	1.9525364975000001
N03_C2__13_17	176.040285731	169.9646194385	3.584192262	5.389971794	25.615061895	16.751662133499998	55.0033666545	33.5045834595
N03_C2__13_19	70.33417415650001	289.460867657	22.6790815205	16.125217486	6.2788398155	5.8007557635	0.17578554149999998	0.15291974749999998
N03_C2__13_2	711.1465234034999	2858.371251492	6.9917268925	6.7304702684999995	12.897014074	9.2465021375	7.783377710000001	7.326564321499999
N03_C2__13_20	118.78235197500001	739.008540068	5.274790040000001	8.044141223	2.266588085	3.5341907645000004	0.007367025	0.7135883125
N03_C2__13_21	155.44100540600004	168.603965061	3.634666801	6.445849705500001	35.3957524085	22.905820236000004	39.696312364499995	23.339268173
N03_C2__13_22	502.9612715805	706.0237818180001	9.547556694499999	9.269297633	21.3796177635	14.215706404999999	0.0640775615	2.2949091755
N03_C2__13_23	107.159497132	133.53294194350002	0.38575221700000006	0.9633100284999999	14.252792946	13.323450101999999	13.7718551175	12.039240089500002
N03_C2__13_24	216.588600588	683.0580749499999	0.0	0.4703939549999999	8.0411740725	10.378066631	7.195271096500001	11.711683534999999
N03_C2__13_25	91.95150530250001	152.012869758	2.245420074	3.9807177885000002	10.6857325595	12.637093178499999	19.0506647175	24.466674097499997
N03_C2__13_3	304.2344792525	1398.3414348904998	3.63007037	4.5752135795	8.135476858	8.5292311125	3.5671377079999997	5.7729353955
N03_C2__13_5	121.195831953	136.47256871	2.511013216	1.760365762	20.429515419	16.83572201	0.677312775	2.432480528
N03_C2__13_6	105.113071183	169.2597052235	3.9006631129999993	5.1960926545	13.0347159015	16.0218901625	0.6826160445	1.7263890905
N03_C2__13_7	226.41383848499999	675.755822425	8.569659808	11.928351444	16.24904192	19.653960137	0.303637757	2.5480853045
N03_C2__13_8	938.1673239190001	1201.493168165	11.798045226	9.6047368945	14.490197211999998	12.5809527875	1.2954716325	0.9977653475
N03_C2__13_9	839.023761056	1086.8866982870002	6.0387313735	9.3650973295	12.5152200385	19.042836125	0.258015887	0.45269352650000005
N03_C2__14_10	850.0802461105001	1039.1126977665	24.748141041	24.901783464	17.486207723499998	22.0368256415	0.2428639965	0.540376262
N03_C2__14_11	934.8176027375	1061.0772295415	46.894426725500004	31.739217385499998	27.466349532499997	23.641757216	2.700145954	1.9618692084999998
N03_C2__14_12	560.945147112	1610.0547280745	31.256481633	35.287760983	18.525189673	18.7214549805	1.3454505760000002	5.1299478035
N03_C2__14_13	188.3438912895	2307.9186944694998	12.595493666	24.2882520685	17.200947684	19.4591183205	0.6092254134999999	3.905263896
N03_C2__14_14	1264.333193932	1740.4364797435	64.806878449	43.3781417455	26.678095034500004	23.928613747999997	4.1249263405	4.8286440299999995
N03_C2__14_15	960.323810072	1086.880140317	25.414856305	18.4010742135	15.196565984	13.5787326345	1.3636601585	1.5648401589999998
N03_C2__14_16	222.6088687985	214.30115068049997	3.2253356684999996	5.32315551	20.143023935000002	14.981746295	56.170461179	33.68205365
N03_C2__14_17	91.78139932250001	305.34210017050003	8.073033708	7.932822268500001	4.7106741575	5.453512067	0.061797753	1.4493255889999999
N03_C2__14_18	67.764675619	674.469283647	12.577007414	22.254657362499998	5.25477707	4.924583022	0.117468936	0.36283735
N03_C2__14_19	91.3797355545	154.31333336249998	10.3333333335	15.048811667999999	9.9203539825	5.8915393105	0.9085545725	0.468504852
N03_C2__14_20	66.4357857615	179.739620227	7.870858831	6.599519137000001	2.9331082505	18.652284099	0.374551593	18.674377802499997
N03_C2__14_21	166.0756847105	377.0069639835	8.889089161	8.734300625	3.607906753	9.698485978	0.23431867350000002	3.7965246314999996
N03_C2__14_22	928.6237426665	1213.794584497	5.063971341	5.262793392	14.002047083	15.253853128	11.6453428865	9.4659766295
N03_C2__14_23	995.2700565895	1463.2952437035	2.6000215100000004	1.9372041865000003	14.6913314695	13.029131391	12.333297483499999	16.153589761
N03_C2__14_24	497.96543454000005	1560.5526723075	1.963621331	2.648796255	13.8257314775	12.7853321445	15.31394975	16.6629514045
N03_C2__14_5	142.446171699	183.3985165235	1.688	1.2265550495	10.933333333	11.5641888315	7.386666667	9.2845978595
N03_C2__14_6	102.56568858700001	118.18501401	13.331061404	8.1179248135	15.434661379000001	19.753768387999997	2.6302744904999997	5.035111084
