	AB	AS	D	N
B02_D1__21_17	0.0	62.550820866500004	8.912672854499998	2.3268295759999997
B02_D1__21_18	0.0	406.64065772149996	9.720608913500001	1.650669438
B02_D1__21_19	0.0	714.2841316155	24.7505733945	21.55103211
B02_D1__21_20	0.0	487.3626086605	70.76497751899998	64.86207315600001
B02_D1__21_21	0.0	686.9286037065	3.599764913	0.1939465175
B02_D1__21_22	0.0	578.6243967865	2.012711864	0.2942561205
B02_D1__21_23	0.0	691.355648204	26.541655505	18.395392446
B02_D1__21_24	0.0	416.460062107	14.5197015625	3.0980415015
B02_D1__21_25	0.0	132.010219831	12.670143415999998	9.029986962
B02_D1__21_26	0.0	89.05880963450001	18.619736921	11.0817466515
B02_D1__21_27	0.0	998.1650807624999	17.0323292125	19.2843461605
B02_D1__21_28	0.0	745.9228383505	2.244373777	0.8683953029999999
B02_D1__21_4	0.0	767.5382683119999	16.619504271	2.8376041505000003
B02_D1__21_5	0.0	523.0277470565001	10.894192697	23.1494720635
B02_D1__21_6	0.0	248.3122633485	6.5885256015	0.39790252950000005
B02_D1__21_7	0.0	450.317441039	7.0124851365	0.9571938165
B02_D1__21_8	0.0	397.03252761050004	13.338877871	4.9229096025
B02_D1__21_9	0.0	85.125703123	8.852837526	1.664843845
B02_D1__22_10	0.0	138.1783268005	11.612224696999998	6.721727295499999
B02_D1__22_11	0.0	225.38010273099997	9.382695321	0.9598164315
B02_D1__22_12	0.0	69.9969394385	8.437374144	9.0932627585
B02_D1__22_13	0.0	82.5549251635	7.040025312499999	5.349891895
B02_D1__22_14	0.0	78.61647562350001	6.8115623455	1.621146343
B02_D1__22_15	0.0	61.4988363725	8.3489888385	1.7653884410000003
B02_D1__22_16	0.0	132.1628155825	9.25725976	2.2020799
B02_D1__22_17	0.0	66.46805036250001	9.285960478	4.092945772
B02_D1__22_18	0.0	552.157496128	12.582227973999998	2.396743233
B02_D1__22_19	0.0	626.6705982354999	3.859276246	1.2472733374999998
B02_D1__22_20	0.0	576.0374786375	9.0380161555	10.390894199
B02_D1__22_21	0.0	636.7024733549999	4.033029395	0.26461773899999996
B02_D1__22_23	0.0	555.2674226825	26.733774381499998	34.552868712
B02_D1__22_24	0.0	583.8759887905001	18.080726944	1.654199508
B02_D1__22_25	0.0	93.16530042900001	14.0472078295	10.860679332
B02_D1__22_26	0.0	101.57336154949999	14.545246145500002	6.659407416
B02_D1__22_27	0.0	236.440943473	18.573536961000002	18.563911704
B02_D1__22_28	0.0	656.3038039700001	10.2359019045	2.779160961
B02_D1__22_6	0.0	452.4072412055	8.654496281	1.140205298
B02_D1__22_7	0.0	240.8260241085	7.4455708825	2.589884217
B02_D1__22_8	0.0	158.87920243000002	11.9503778185	4.929493663000001
B02_D1__22_9	0.0	82.83887664349999	11.493283711999998	4.023957667
B02_D1__23_10	0.0	94.8362769955	11.731575794000001	3.385260635
B02_D1__23_11	0.0	210.19257031	9.537281529000001	2.7788256005000003
B02_D1__23_12	0.0	65.4781725245	11.677577741	5.411893071500001
B02_D1__23_13	0.0	118.29495246200001	7.3070782329999995	3.400745077
B02_D1__23_14	0.0	128.007240865	10.985349196	4.868913857500001
B02_D1__23_15	0.0	70.039427852	10.3142742445	4.028789356
B02_D1__23_16	0.0	112.88789085650001	10.7874636275	3.209869059
B02_D1__23_17	0.0	82.509705193	12.657921617500001	1.3117574325
B02_D1__23_18	0.0	396.358625339	14.2045454545	1.1826828065000001
B02_D1__23_19	0.0	615.2340512705	2.8742912295	0.08143322450000001
B02_D1__23_20	0.0	648.4827201265	12.191881502000001	10.574966079
B02_D1__23_21	0.0	579.0804794535	3.7908179759999996	0.3260049575
B02_D1__23_22	0.0	703.9141370015	5.9720737150000005	0.26416755799999997
B02_D1__23_23	0.0	638.5761512785	24.218869853999998	28.647404755500002
B02_D1__23_24	0.0	493.248178447	14.626264767000002	4.4207236315000005
B02_D1__23_25	0.0	212.10089411250001	14.147588893999998	10.306867998
B02_D1__23_26	0.0	396.4093696975001	13.798787621	5.764117835
B02_D1__23_27	0.0	824.0001920415	24.133892580999998	19.397537858
B02_D1__23_28	0.0	386.5566690714999	6.2741366764999995	4.466334583
B02_D1__23_4	0.0	1042.624743537	6.8055555555	9.570473251
B02_D1__23_5	0.0	338.5436065565	10.706540348999999	3.749571967
B02_D1__23_6	0.0	117.92525143850001	12.225802454	9.108935432
B02_D1__23_7	0.0	183.3404126575	14.672586015999999	5.793562708
B02_D1__23_8	0.0	125.38306906400001	4.6079524339999995	6.5372228415
B02_D1__23_9	0.0	100.4401662015	10.35323437	5.683172608
B02_D1__24_10	0.0	74.6560429875	8.2350151185	4.4999110689999995
B02_D1__24_11	0.0	86.142546787	4.59160866	0.0
B02_D1__24_12	0.0	105.25683228099999	9.954041633	3.7712895380000004
B02_D1__24_13	0.0	77.86620300749999	9.074533428	4.405858729
B02_D1__24_14	0.0	88.206818131	12.579514825	5.099730458
B02_D1__24_15	0.0	180.24352445350002	10.589009543	3.863112866
B02_D1__24_16	0.0	87.7125537615	7.7825283105	1.13531315
B02_D1__24_17	0.0	85.04607082000001	13.940509752	0.914792014
B02_D1__24_18	0.0	642.5993585315	14.586263837	0.351660449
B02_D1__24_19	0.0	467.584907261	3.2079976125	0.0
B02_D1__24_20	0.0	551.1035546749999	66.5399130835	61.0132662395
B02_D1__24_21	0.0	737.459022871	4.876233017	0.5831627269999999
B02_D1__24_22	0.0	528.9486098165	6.336744295500001	0.0911550225
B02_D1__24_23	0.0	428.275436732	27.194559964	34.241879284999996
B02_D1__24_24	0.0	566.067654113	15.876680004	1.998050682
B02_D1__24_25	0.0	304.6636689755	12.716393633	7.583943302
B02_D1__24_26	0.0	98.232831882	13.807173081	4.767781584
B02_D1__24_27	0.0	235.1219193795	22.137228964000002	20.279519181
B02_D1__24_28	0.0	189.1746002125	5.8600388445	2.2426559845
B02_D1__24_3	0.0	1092.0697079495	13.322962041	24.187927816000002
B02_D1__24_4	0.0	156.485131895	13.066309145	3.2735601360000004
B02_D1__24_5	0.0	304.783802574	10.2282133145	3.9316542510000003
B02_D1__24_6	0.0	138.3534196235	17.7158043035	13.390112705
B02_D1__24_7	0.0	290.8643223355	16.613588110000002	8.679740753
B02_D1__24_8	0.0	117.34035612650001	10.0358319365	3.3809166040000003
B02_D1__24_9	0.0	116.3280127165	11.773576151	4.1236515485
B02_D1__25_10	0.0	108.301377869	7.982982982999999	9.4813563565
B02_D1__25_11	0.0	194.82224735300002	8.9233268765	2.1402237085
B02_D1__25_12	0.0	199.45244455099999	7.600608724999999	3.8580768795000004
B02_D1__25_13	0.0	120.1698817965	7.605701281499998	5.7881183375
B02_D1__25_14	0.0	143.6952210305	9.625757475	7.195178797500001
B02_D1__25_15	0.0	60.672978563499996	8.027607362	1.72392638
B02_D1__25_16	0.0	123.0036930295	9.795759074	0.565890464
B02_D1__25_17	0.0	129.26562464900002	14.4873029245	0.9297147669999999
B02_D1__25_18	0.0	655.4589964995	19.715855783	5.7163919045
B02_D1__25_19	0.0	559.2317619410001	4.168757842	0.26348808
B02_D1__25_2	0.0	1068.803089484	8.851281427	17.7238692395
B02_D1__25_20	0.0	449.1515108665001	19.814803962	9.819492469
B02_D1__25_21	0.0	728.6430784214999	7.661874512000001	1.2398306025
B02_D1__25_22	0.0	563.980908384	2.1105458545	0.49154406700000003
B02_D1__25_23	0.0	582.8099013525	32.630182594000004	39.902720699
B02_D1__25_24	0.0	629.7715323714999	12.647781141500001	1.4820949225
B02_D1__25_25	0.0	154.8126929675	17.315690963499996	14.807112405500002
B02_D1__25_26	0.0	103.401994196	11.206992231000001	7.641509434
B02_D1__25_27	0.0	185.8349896035	23.912784818	20.149919686
B02_D1__25_28	0.0	615.144050516	5.077223504	1.4941712525
B02_D1__25_3	0.0	234.4094789985	8.136273647	7.729322481500001
B02_D1__25_4	0.0	145.5611481945	7.286514105499999	0.733815296
B02_D1__25_5	0.0	119.972307604	6.870744306000001	2.75299366
B02_D1__25_6	0.0	174.993330991	12.3143963845	7.9922530665
B02_D1__25_7	0.0	105.03944621299999	8.3914684355	3.6911024704999997
B02_D1__25_8	0.0	96.0624098925	9.2573818275	7.977442656
B02_D1__25_9	0.0	114.7261208745	9.204429199	4.4352169465
B02_D1__26_10	0.0	73.581039449	7.7667257114999995	2.9772448565
B02_D1__26_11	0.0	241.33788219949997	9.9652151505	0.6409430555
B02_D1__26_12	0.0	86.08813898650001	12.2168002785	9.959916347
B02_D1__26_13	0.0	90.43803826850001	7.7822311289999995	6.248861358999999
B02_D1__26_14	0.0	80.041090846	10.4765379435	7.358554109
B02_D1__26_15	0.0	59.2866235125	15.714925181999998	6.9094513365
B02_D1__26_16	0.0	145.975835338	13.569387107	5.4684026675
B02_D1__26_17	0.0	162.7899623745	17.086391869000003	2.9757199319999996
B02_D1__26_18	0.0	822.8833120454999	14.9445564515	4.0934619815
B02_D1__26_19	0.0	482.75915073	49.845770554	59.826195278499995
B02_D1__26_2	0.0	269.6290494770001	5.9716212775	5.5453041485000005
B02_D1__26_20	0.0	597.5467861375	5.856583608	0.059031877
B02_D1__26_21	0.0	431.961715972	2.3797139145	1.3686605980000002
B02_D1__26_22	0.0	579.310367198	2.880559238	3.3385561045
B02_D1__26_23	0.0	569.5205213465001	7.0087537435	3.0292559315
B02_D1__26_24	0.0	654.1300163635	8.509220173	0.7692734944999999
B02_D1__26_25	0.0	159.07395950850002	15.279094973500001	8.47784853
B02_D1__26_26	0.0	86.1339937515	9.495548961	6.8519018075
B02_D1__26_27	0.0	226.32426297	22.2017036995	19.902305355000003
B02_D1__26_28	0.0	1034.0635154355	4.9980514419999995	0.808651598
B02_D1__26_3	0.0	214.375911652	9.638116021	1.5275504640000002
B02_D1__26_4	0.0	278.597504335	12.209018891	8.135283364
B02_D1__26_5	0.0	176.289265053	10.805664644	3.7635368319999998
B02_D1__26_6	0.0	126.2621020985	11.297980472999999	7.927644777
B02_D1__26_7	0.0	175.78129921049998	10.5474472355	7.9648418425
B02_D1__26_8	0.0	246.051975503	9.0231733735	2.054749557
B02_D1__26_9	0.0	112.21374348750001	6.1375301465	2.6869086635
B02_D1__27_10	0.0	99.01187349649999	9.9213476185	3.7034743294999997
B02_D1__27_11	0.0	349.28592954500004	13.841514817499998	5.5249335325
B02_D1__27_12	0.0	140.41187554750002	12.237350815500001	15.094973945
B02_D1__27_13	0.0	82.260497212	10.594100540000001	7.8520980475
B02_D1__27_14	0.0	72.7976621045	16.136753147	13.9885349565
B02_D1__27_15	0.0	125.855618177	17.294198722	11.395815061
B02_D1__27_16	0.0	80.2919943305	12.95101794	3.735805953
B02_D1__27_17	0.0	107.7433517925	15.764197382999999	3.9170368594999996
B02_D1__27_18	0.0	956.4047317124999	22.972078867500002	5.915045653
B02_D1__27_19	0.0	373.4437088225	30.381868984499995	26.041601987
B02_D1__27_2	0.0	181.0622003945	11.107701749	9.251304081
