	AB	AS	D	N
B02_E1__26_20	0.0	608.161030006	7.519900822	0.19900822099999999
B02_E1__26_21	0.0	401.3995083215	2.5353121135000003	0.0162728635
B02_E1__26_22	0.0	514.0515920595	33.170493405	49.0199071815
B02_E1__26_23	0.0	493.1958326775	6.428400812	1.6033679685000002
B02_E1__26_24	0.0	554.5521028989999	12.018990505000001	4.6171358765
B02_E1__26_25	0.0	162.7525005145	12.1604569305	8.9692501825
B02_E1__26_26	0.0	166.9895111755	10.8326253185	5.712262815
B02_E1__26_27	0.0	114.4148871175	19.847100281	15.301917219
B02_E1__26_3	0.0	155.2967941885	16.8663342255	15.4433227925
B02_E1__26_4	0.0	131.4125844125	12.1862833185	10.122791254500001
B02_E1__26_5	0.0	131.941590761	12.081627739	9.8121839635
B02_E1__26_6	0.0	105.2887758425	9.842595566499998	7.362672663
B02_E1__26_7	0.0	123.5124634135	9.0906349875	7.438340469
B02_E1__26_8	0.0	111.32848955899999	6.086928649000001	2.6123469449999996
B02_E1__26_9	0.0	144.65124056599998	8.890807078	7.5682841115
B02_E1__27_1	0.0	192.610900704	17.949913414	1.138936992
B02_E1__27_10	0.0	191.00733025350002	8.274095421	3.266090298
B02_E1__27_11	0.0	173.608075283	11.000527287	9.194568943
B02_E1__27_12	0.0	212.383998476	11.557886557500002	14.654789655
B02_E1__27_13	0.0	165.1856832	16.0903210205	16.214255486
B02_E1__27_14	0.0	108.430060725	16.3614053985	15.777817681
B02_E1__27_15	0.0	347.944331217	20.2608641125	10.4565121965
B02_E1__27_16	0.0	140.524570773	13.14931758	4.7226183200000005
B02_E1__27_17	0.0	333.323511582	11.3086136595	3.379841998
B02_E1__27_18	0.0	531.080963393	21.644605994	24.566216309
B02_E1__27_19	0.0	823.802885654	4.236053948	0.3957449505
B02_E1__27_2	0.0	186.562927723	30.0953190455	12.8286078565
B02_E1__27_20	0.0	480.53847069449995	1.080798128	0.10161349900000001
B02_E1__27_21	0.0	350.66370118350005	39.709731144	47.483940043
B02_E1__27_22	0.0	617.4807753545	4.6353076975	1.486184258
B02_E1__27_23	0.0	724.3205073795	12.324839041499999	0.6248985555000001
B02_E1__27_24	0.0	500.62554359	13.5521439915	1.026410211
B02_E1__27_25	0.0	158.81555548749998	10.223576034	10.0727509315
B02_E1__27_26	0.0	83.400589447	9.892440073500001	6.7178856795
B02_E1__27_27	0.0	96.40285627450001	14.855752316500002	22.6251905715
B02_E1__27_3	0.0	142.427107938	13.193492640499999	8.831416483
B02_E1__27_4	0.0	127.066556183	9.053486573	5.1690794565000004
B02_E1__27_5	0.0	842.87378185	12.642789148	7.6689671585
B02_E1__27_6	0.0	127.221269565	5.141697838000001	0.06339948
B02_E1__27_7	0.0	163.3821909415	8.6508491825	2.665224858
B02_E1__27_8	0.0	136.89156438700002	11.280382245	4.7295893635
B02_E1__27_9	0.0	142.339791364	12.1204833765	10.6986111945
B02_E1__28_10	0.0	144.7911556535	14.109725066500001	7.236392975
B02_E1__28_11	0.0	334.6297456515	13.629970592	17.165324127
B02_E1__28_12	0.0	426.510685931	7.7412543515	2.145751298
B02_E1__28_13	0.0	456.0124440845	8.015478165000001	0.49751243799999995
B02_E1__28_14	0.0	223.28366790799998	13.904422979499998	4.9257188045
B02_E1__28_15	0.0	183.58333403799998	14.040252328	4.319615500499999
B02_E1__28_16	0.0	307.9418800125	17.073874566999997	2.6869308710000004
B02_E1__28_17	0.0	1433.1146074429998	9.870620279999999	8.0846849075
B02_E1__28_18	0.0	856.4255085044999	5.322726684999999	0.3945155870000001
B02_E1__28_19	0.0	558.9482725205	5.611927291000001	0.9648904385
B02_E1__28_2	0.0	285.5139023135	26.4464106425	1.107555221
B02_E1__28_20	0.0	398.505293916	10.936541058500001	40.689824475
B02_E1__28_21	0.0	434.62073501049997	4.9259459135	1.5560352585
B02_E1__28_22	0.0	637.6834872435	15.806964722	0.32380844150000004
B02_E1__28_23	0.0	553.5504283285	14.634590851000002	1.9531012694999998
B02_E1__28_24	0.0	357.2787657585	14.3827372765	6.7314305359999995
B02_E1__28_25	0.0	147.76516928299998	12.4831804285	11.969418959999999
B02_E1__28_26	0.0	177.99245818650002	11.9268305985	9.3724442505
B02_E1__28_27	0.0	104.3820159535	15.472817133500001	12.4546952225
B02_E1__28_3	0.0	151.266377498	9.561847988499999	2.208643815
B02_E1__28_4	0.0	191.527115426	8.741946052	1.608059408
B02_E1__28_5	0.0	244.64390566499998	14.10188457	9.1813898705
B02_E1__28_6	0.0	150.780527366	16.333955824999997	12.1739970375
B02_E1__28_7	0.0	457.50443130149995	15.666218035	12.4899057875
B02_E1__28_8	0.0	217.371002659	15.392916085	14.380474799999998
B02_E1__28_9	0.0	179.261170457	13.003770916500002	9.4862125855
B02_E1__29_1	0.0	282.6119521715	30.363676277000003	3.885555393
B02_E1__29_10	0.0	245.26343838500003	15.367910066499999	3.640776699
B02_E1__29_11	0.0	458.67654506049996	11.7870352345	7.4881578095
B02_E1__29_12	0.0	527.6188717944999	10.0844900425	6.089318045
B02_E1__29_13	0.0	492.9216540005	8.1280940595	4.702970297
B02_E1__29_14	0.0	283.9582494175	15.261031887	8.840810331
B02_E1__29_15	0.0	479.75811303800003	13.9262068525	7.591437937999999
B02_E1__29_19	0.0	653.7681585869999	5.6305724255000005	1.5570487145
B02_E1__29_2	0.0	308.3931169895	13.310612816999999	1.4460440819999998
B02_E1__29_20	0.0	588.0375657715	33.437699680499996	39.41214057500001
B02_E1__29_21	0.0	416.92963787450003	14.10765688	0.3022452505
B02_E1__29_22	0.0	467.35404925	12.4861342205	0.409040488
B02_E1__29_23	0.0	293.190575733	10.485119048	6.053571428500001
B02_E1__29_24	0.0	319.6687990695	16.233488422	10.775977325000001
B02_E1__29_25	0.0	122.00145159249999	12.8626459615	14.481762368999998
B02_E1__29_26	0.0	120.04635466349998	10.591324645	17.522531284
B02_E1__29_27	0.0	121.65991144649999	19.209039548	22.6319269145
B02_E1__29_28	0.0	877.9955722455	7.187894073	1.7780580074999999
B02_E1__29_3	0.0	190.38444973449998	16.4782762275	6.7614506065
B02_E1__29_4	0.0	161.79284958000002	13.136689801	5.017056816999999
B02_E1__29_5	0.0	151.868604823	13.204890226	5.523907060499999
B02_E1__29_6	0.0	164.213682745	12.459090033999999	9.2697169995
B02_E1__29_7	0.0	492.9438402265	17.5961351405	14.2370793075
B02_E1__29_8	0.0	404.16814658000004	12.7476748885	10.533764657999999
B02_E1__29_9	0.0	564.3628667705	16.9908670385	8.415371842
B02_E1__2_10	0.0	367.66897957049997	5.9641873275	5.5544077135
B02_E1__2_11	0.0	377.81594890800005	11.759338465999999	25.605930995
B02_E1__2_12	0.0	377.0605263685	3.770231672	0.3046651855
B02_E1__2_13	0.0	493.95444820549994	3.6076275554999997	0.188970967
B02_E1__2_14	0.0	314.9682354015	4.5773927279999995	0.610546422
B02_E1__2_15	0.0	382.709973732	5.7341218825	0.29892003100000003
B02_E1__2_9	0.0	976.262228065	4.6708383885	3.288423472
B02_E1__30_10	0.0	220.24706463599998	14.3668516845	9.3745966185
B02_E1__30_11	0.0	139.572384305	13.029973101	4.8834379404999995
B02_E1__30_12	0.0	243.863350078	18.1986868395	11.0590922065
B02_E1__30_13	0.0	458.968410911	20.453431373	13.3302696075
B02_E1__30_14	0.0	471.333835905	16.3035839775	12.567345982500001
B02_E1__30_15	0.0	490.968042632	24.360804672500002	18.6242699545
B02_E1__30_20	0.0	405.225168286	4.326923077	2.708949704
B02_E1__30_21	0.0	428.34026587299996	10.856389987	0.1350461135
B02_E1__30_22	0.0	503.281601206	12.255839366	0.167326868
B02_E1__30_23	0.0	140.1343882195	13.6853918575	14.230937091000001
B02_E1__30_24	0.0	421.4628920115	10.093184526999998	10.4940947015
B02_E1__30_25	0.0	129.202103055	10.493465393000001	7.7506886245
B02_E1__30_26	0.0	160.2318957595	11.8331408775	13.2794457275
B02_E1__30_27	0.0	150.8500664115	19.884784818500002	20.254151135
B02_E1__30_3	0.0	178.8638330755	10.613376835	3.4551386625
B02_E1__30_4	0.0	209.1166556035	14.8412510365	6.4832365835
B02_E1__30_5	0.0	297.33847454600004	15.3187440535	14.703258801
B02_E1__30_6	0.0	240.843961713	9.641015336999999	2.6321076955000002
B02_E1__30_7	0.0	216.439981109	8.1950071885	2.568291727
B02_E1__30_9	0.0	283.802507337	7.06343633	2.5661282770000002
B02_E1__31_11	0.0	215.41982454200001	13.9982529485	5.437698883
B02_E1__31_12	0.0	182.007281293	14.563268017000002	7.68294033
B02_E1__31_13	0.0	198.493664892	14.767075093999999	4.6403008615
B02_E1__31_23	0.0	283.79083220900003	22.456616953999998	15.9089649055
B02_E1__31_24	0.0	267.551252577	26.335011898	14.661612528500001
B02_E1__31_25	0.0	247.1930299475	20.2454162395	9.8906730445
B02_E1__3_10	0.0	306.50661644	11.3048884235	39.5589293895
B02_E1__3_11	0.0	370.99546661	6.114641821	16.406491022
B02_E1__3_12	0.0	320.378721371	12.808174028	43.37837837800001
B02_E1__3_13	0.0	278.3021862905	11.663456909	19.836302359499996
B02_E1__3_14	0.0	362.28710512099997	15.214572399	24.905835134
B02_E1__3_15	0.0	296.914888358	15.2284436005	33.4564804775
B02_E1__3_16	0.0	480.6747839405	15.0605581885	25.612164297
B02_E1__3_17	0.0	415.71305685849995	4.8598726115	2.092356688
B02_E1__3_9	0.0	324.700259929	9.785601312	8.274266299499999
B02_E1__4_10	0.0	280.9639414365	6.237847331	6.742771122000001
B02_E1__4_11	0.0	245.860203404	5.941823342	12.669977532999999
B02_E1__4_12	0.0	468.40159424300003	7.4031380085	9.2635286585
B02_E1__4_13	0.0	365.16090454150003	14.764321085999999	8.5223451735
B02_E1__4_14	0.0	159.9426134865	13.2025307935	10.665006393999999
B02_E1__4_15	0.0	166.3276654635	15.900529911	10.473727894
B02_E1__4_16	0.0	181.6067749115	14.229980823999998	21.080473450999996
B02_E1__4_17	0.0	280.112537784	14.705882353000002	27.36500067
B02_E1__4_18	0.0	265.8626939805	13.525052929	17.9216654905
B02_E1__4_19	0.0	1248.5004213969999	6.542338709999999	0.2856182795
B02_E1__4_6	0.0		4.8722094395	0.5037000189999999
B02_E1__4_7	0.0	333.20894957350004	5.1852765275	0.0
B02_E1__4_8	0.0	388.86509827	16.818382956999997	36.225425122
B02_E1__4_9	0.0	314.6321495285	4.6070808969999995	17.075756602
B02_E1__5_10	0.0	328.15861390149996	5.4584077335	5.476879502499999
B02_E1__5_11	0.0	343.296890727	3.845283872	10.78375933
B02_E1__5_12	0.0	262.6197939635	7.3725254950000005	10.5878824235
B02_E1__5_13	0.0	209.69856940900002	9.0460526315	11.435758514
B02_E1__5_14	0.0	173.76051220649998	13.7332612745	11.049060228999998
B02_E1__5_15	0.0	176.343970087	13.2749009335	10.467459198
B02_E1__5_16	0.0	182.1257957515	11.553837080000001	8.454027132
B02_E1__5_17	0.0	166.4717519205	13.858817500499999	14.2335532635
B02_E1__5_18	0.0	128.672475984	17.6422936035	16.589180051
B02_E1__5_19	0.0	231.803192593	15.817634243499999	
B02_E1__5_20	0.0	465.353327802	10.3002793295	9.624174708
B02_E1__5_5	0.0	364.54525709800004	5.4549100875	0.297479778
B02_E1__5_6	0.0		16.500125691	
B02_E1__5_7	0.0	274.33556443049997	12.271336501499999	27.771629451499997
B02_E1__5_8	0.0	518.4049455210001	7.263534731499999	7.627810576500001
B02_E1__5_9	0.0	168.5078430145	6.853563232499999	5.696830615
B02_E1__6_10	0.0	228.59674290899997	7.4644774235	8.1970318915
B02_E1__6_11	0.0	664.7542466040001	12.733291479000002	6.106957365
B02_E1__6_12	0.0	264.2434070795	13.486414557	16.157083616999998
B02_E1__6_13	0.0	203.46004208	16.2867201475	17.290933226
B02_E1__6_14	0.0	253.19687794050003	17.2229757625	14.221265554000002
B02_E1__6_15	0.0	390.8159652665	20.3814607475	15.564379637999998
B02_E1__6_16	0.0	193.91610759	14.028730426	11.7995341015
B02_E1__6_17	0.0	377.73489348249996	17.626690829	20.9468642805
B02_E1__6_18	0.0	105.472315915	18.1714797715	13.143566062
B02_E1__6_19	0.0	166.000728869	15.805825243000001	26.621359223000002
B02_E1__6_20	0.0	280.43851689900004	17.0978124815	37.777910234000004
B02_E1__6_21	0.0	438.5582838265	13.674796748	6.861788617999999
B02_E1__6_4	0.0	371.5654420795	3.764155304	0.6095447195
B02_E1__6_5	0.0	294.90028701299997	17.249283668	53.750397962
B02_E1__6_6	0.0		9.778012685	
B02_E1__6_7	0.0	258.759378567	5.306481988	10.9045622985
B02_E1__6_8	0.0	303.59059743349997	3.9068889589999998	5.206039635
B02_E1__6_9	0.0	210.8263635225	9.623552123500001	6.196911197
B02_E1__7_10	0.0	368.225125555	14.493559144999999	17.2693389135
B02_E1__7_11	0.0	658.6645649665002	10.22328843	3.278587685
B02_E1__7_12	0.0	609.466148323	14.846507292000002	7.724578811000001
B02_E1__7_13	0.0	373.49256443950003	16.237962099999997	14.840012426
B02_E1__7_14	0.0	284.847556022	15.233572894999998	14.537345995999999
B02_E1__7_15	0.0	222.20249853450002	23.021712471999997	26.235302603999997
B02_E1__7_16	0.0	147.832398807	22.774327122	17.567671191000002
B02_E1__7_17	0.0	193.811440731	15.1078621085	10.8220454385
B02_E1__7_18	0.0	128.74174631	15.662776885	11.4946544615
B02_E1__7_19	0.0	123.280297558	16.987812351000002	17.99550623
B02_E1__7_20	0.0	143.9980194085	18.7760344345	27.162593724
B02_E1__7_21	0.0	331.09053951100003	17.3157001855	19.7061998765
B02_E1__7_22	0.0	382.115110104	6.648001042000001	4.668576637499999
B02_E1__7_3	0.0	477.528436525	5.177103295	0.574890276
B02_E1__7_4	0.0	335.0810904515	18.3688081755	50.257111241000004
B02_E1__7_5	0.0	315.6187082605	6.6701425095	10.479666319499998
B02_E1__7_6	0.0	465.86600879800005	6.408613175999999	
B02_E1__7_7	0.0	343.602812205	4.8012911035000005	3.0831820320000003
B02_E1__7_8	0.0	441.04684792899997	11.7866254865	9.131193769500001
B02_E1__7_9	0.0	303.58741811050004	14.410772267	20.872859234499998
B02_E1__8_10	0.0	295.1869991975	14.347207158	12.2186822125
B02_E1__8_11	0.0	333.544659839	17.244754389	12.699577904000002
B02_E1__8_12	0.0	702.6750606095	19.032567049999997	4.696679438
B02_E1__8_13	0.0	821.637279225	28.694664456000005	1.7007429235
B02_E1__8_14	0.0	744.6409398894999	15.704933931500001	5.4067159655
B02_E1__8_15	0.0	342.9819651405	11.989997368000001	8.1962358515
B02_E1__8_16	0.0	492.28501225599996	13.146174065	12.9271320095
B02_E1__8_17	0.0	155.8511578185	15.212968848999997	17.399872854499996
B02_E1__8_18	0.0	142.730789275	16.025641026	13.4147219825
B02_E1__8_19	0.0	127.85238208250001	12.330129267499998	12.2041763345
B02_E1__8_2	0.0	88.7102839435	3.427504367	0.0
B02_E1__8_20	0.0	120.162938498	13.346550856	14.935800604
B02_E1__8_21	0.0	126.563324343	16.661233803499996	16.131529623
B02_E1__8_22	0.0	255.1565521585	15.580752849	13.5720041445
B02_E1__8_23	0.0	571.76079088	4.9519360955	1.1609802325
B02_E1__8_3	0.0	432.21814360999997	2.913888889	0.1027777775
B02_E1__8_4	0.0	402.680051517	8.3549063115	20.5066568045
B02_E1__8_5	0.0	306.456440618	11.903799515	6.16410671
B02_E1__8_6	0.0	334.62068882	7.6077368955	7.591985887
B02_E1__8_7	0.0	265.9375171445	8.837284833	15.177005521000002
B02_E1__8_8	0.0	585.8125523095	5.308880309	5.3306762985
B02_E1__8_9	0.0	521.972404196	11.549132202	7.4037034645
B02_E1__9_12	0.0	607.827528832	23.9457054425	4.101109105
B02_E1__9_13	0.0	539.1882662195	26.3667594625	7.5608600365
B02_E1__9_14	0.0	492.8971438295	14.632319040999999	7.362263716
B02_E1__9_15	0.0	409.2677189945	13.1097757965	8.42540544
B02_E1__9_16	0.0	716.0885566025	16.0567027875	1.598173516
B02_E1__9_17	0.0	315.3485434795	12.8491442385	8.5130750145
B02_E1__9_18	0.0	233.4539660135	16.887170092999998	18.881878010999998
B02_E1__9_19	0.0	131.2811695925	12.885553233	14.880613085
B02_E1__9_2	0.0	819.5537758755	8.940840274500001	1.8818021525000002
B02_E1__9_20	0.0	110.532201427	15.342087076999999	13.9504931835
B02_E1__9_21	0.0	140.603299306	9.2763206775	5.7062188869999995
B02_E1__9_22	0.0	106.43773321399999	19.666586132	21.3125151005
B02_E1__9_23	0.0	294.18289316799996	15.878035682500002	18.610895638
B02_E1__9_24	0.0	776.8275964704999	5.648734177	0.5949367085
B02_E1__9_3	0.0	404.87198084	13.880023641	20.591016548499997
B02_E1__9_4	0.0	293.8987727695	10.287022145000002	17.963627366
B02_E1__9_5	0.0	222.108664757	13.573425642	15.177739315999998
B02_E1__9_6	0.0	291.434046548	5.0709755365	10.878888553
B02_E1__9_7	0.0	293.26125175	11.5685670265	17.263482279999998
B02_E1__9_8	0.0	435.69737403450006	10.948524449499999	14.5346340265
B02_E1__9_9	0.0	374.48862056099995	16.5488316355	14.778310365500001
B03_C2__10_10	0.0	325.81673365999995	9.486512640499999	2.5130035075
B03_C2__10_11	0.0	339.9520467675	9.718513573500001	0.11682243
B03_C2__10_12	0.0	380.72255361400005	10.391812511000001	1.0143523285
B03_C2__10_13	0.0	107.522203813	10.2652399115	3.0622118505
B03_C2__10_14	0.0	91.8585252705	9.543061301	4.002131127
B03_C2__10_15	0.0	161.8797682245	12.878486055499998	4.292828685000001
B03_C2__10_16	0.0	90.9983599905	9.898789578	5.652054981999999
B03_C2__10_17	0.0	479.7052161105	10.893268319	2.7156982255
B03_C2__10_18	0.0	103.58070947799999	8.8703861535	1.7373631415
B03_C2__10_19	0.0	101.25300394	8.051731330500001	1.12640801
B03_C2__10_20	0.0	256.364589578	8.347181009	0.456973294
B03_C2__10_21	0.0	126.4398959095	9.542773991	1.784483419
B03_C2__10_22	0.0	311.092809414	12.4508840865	1.877319363
B03_C2__10_23	0.0	1166.6519120075	13.914139933000001	1.4779191839999999
B03_C2__10_24	0.0	856.7153817169999	65.215258541	58.743074792499996
B03_C2__10_25	0.0	411.7037564535	2.5842844025000002	0.0655909745
B03_C2__10_26	0.0	546.9036745980001	3.9472061180000004	0.487233255
B03_C2__10_27	0.0	583.534219693	35.3999627075	39.9931630305
B03_C2__10_28	0.0	704.870966851	11.03690895	0.5217339455
B03_C2__10_29	0.0	543.3849677315	13.730109685999999	8.1376486945
B03_C2__10_30	0.0	229.5393514255	15.200521479999999	6.4874596475
B03_C2__10_31	0.0	204.574874985	14.468516017999999	5.9316312755
B03_C2__10_32	0.0	217.22664164999998	19.203067689500003	6.5921973995
B03_C2__10_6	0.0	643.4324501775	6.08383525	6.187260449
B03_C2__10_7	0.0	582.3294452494999	18.324439701	29.01814301
B03_C2__10_8	0.0	538.6016824255	16.2233004295	19.809268864000003
B03_C2__10_9	0.0	703.9734630694999	9.1884328355	4.1013681595
B03_C2__11_11	0.0	229.97401797999999	5.9407019835	0.10900370599999999
B03_C2__11_12	0.0	396.3511726475	7.715461796	0.210959609
B03_C2__11_13	0.0	179.5633413285	9.6802611805	4.083536301
B03_C2__11_14	0.0	118.642056198	8.3417254115	2.9847823654999996
B03_C2__11_15	0.0	102.8725681965	9.435797664999999	6.165302562999999
B03_C2__11_16	0.0	212.068668674	9.709753628	4.016199797500001
B03_C2__11_17	0.0	152.8397593665	8.6254467925	3.9223678435
B03_C2__11_18	0.0	79.066304498	8.981511515000001	3.8890690885000003
B03_C2__11_19	0.0	147.724567506	8.3550450025	3.1235196590000003
B03_C2__11_20	0.0	89.5024992865	10.612621791999999	2.5600203785
B03_C2__11_21	0.0	102.2457471665	10.470462275	2.1350296005
B03_C2__11_22	0.0	87.66244464799999	11.985506425499999	1.007756327
B03_C2__11_23	0.0	883.6136640510001	7.831200990499999	0.0567478335
B03_C2__11_24	0.0	787.05070077	46.093798788499996	31.752326234999998
B03_C2__11_25	0.0	687.307437808	5.061497326	0.6604278075
B03_C2__11_26	0.0	737.59093054	6.588220873999999	0.4627076055
B03_C2__11_27	0.0	454.23620895349995	10.283782344999999	14.0160792245
B03_C2__11_28	0.0	685.5627801415001	6.726512542999999	0.6425233645
B03_C2__11_29	0.0	490.4927885435	16.657364341	8.2263565895
B03_C2__11_30	0.0	386.271110828	14.464745842500001	6.6877488875
B03_C2__11_31	0.0	133.0025912485	19.0532707705	6.8589566655
B03_C2__11_32	0.0	297.322614136	15.344063884499999	3.556054651
B03_C2__11_6	0.0	487.93678840799987	10.3888181625	16.6295353275
B03_C2__11_7	0.0	432.56426952	12.8686193305	18.467142358
B03_C2__11_8	0.0	513.3068141615	18.1488119855	18.475113745999998
B03_C2__11_9	0.0	653.9500125215	7.463973396	1.3764010345
B03_C2__12_12	0.0	179.259557606	9.5814395945	0.0
B03_C2__12_13	0.0	218.2960329215	7.786732796000001	0.012399256
B03_C2__12_14	0.0	170.03847441000002	12.951090387999999	2.836466074
B03_C2__12_15	0.0	162.0248814745	11.708702188	1.959801793
B03_C2__12_16	0.0	92.30869296450001	11.263008806	4.036578606999999
B03_C2__12_17	0.0	231.932808297	9.468298685	3.325561816
B03_C2__12_18	0.0	98.764463715	6.353015471999999	1.424060625
B03_C2__12_19	0.0	141.50794539449998	10.5190937755	0.8174705125
B03_C2__12_20	0.0	78.2589317065	13.142280015	4.762656229999999
B03_C2__12_21	0.0	74.01717631950001	11.465485419	3.200442968
B03_C2__12_22	0.0	182.4862471045	12.790292615	3.065490014
B03_C2__12_23	0.0	685.5101444735001	7.800867482500001	1.6540428560000002
B03_C2__12_24	0.0	878.8683716190001	41.865485117	46.401386049
B03_C2__12_25	0.0	642.8002741635	3.8682442135	0.14645913500000002
B03_C2__12_26	0.0	552.3971570159999	4.6911497535	0.8337658969999999
B03_C2__12_27	0.0	623.6360896294999	26.911231264499996	29.563342687000002
B03_C2__12_28	0.0	719.6502161095	15.2228937445	0.777416189
B03_C2__12_29	0.0	645.379548259	16.4123761475	11.1178651755
B03_C2__12_30	0.0	378.867915034	10.746292541999999	7.5002667235
B03_C2__12_31	0.0	148.0683641525	16.3015113625	10.8404914645
B03_C2__12_32	0.0	286.445393396	9.7049197635	2.6683910475
B03_C2__12_5	0.0	827.477352015	3.7006306005	5.2202361195
B03_C2__12_6	0.0	550.9311027875	10.870602266	22.799642218
B03_C2__12_7	0.0	461.5776839445	13.610470317	20.443952733
B03_C2__12_8	0.0	480.97276524	14.594500694499999	10.690887433
B03_C2__12_9	0.0	568.16083756	9.1924454575	3.7740149790000004
B03_C2__13_12	0.0	256.4373348685	10.316561345	0.2742339335
B03_C2__13_13	0.0	236.7038450885	10.260848945	0.0
B03_C2__13_14	0.0	744.0850210394999	13.059075392	1.5738008445
B03_C2__13_15	0.0	101.47655863349999	11.798196167	3.881059752
B03_C2__13_16	0.0	93.548713299	11.3134170055	5.394496494
B03_C2__13_17	0.0	311.13343733650004	8.8012792915	1.5683621374999999
B03_C2__13_19	0.0	111.1226594945	9.375188287	7.142857143
B03_C2__13_20	0.0	81.73336995150001	8.762067342	4.532611255
B03_C2__13_21	0.0	93.296068827	8.6077375735	1.627644923
B03_C2__13_22	0.0	1053.4010821030001	12.792829497	1.286752224
B03_C2__13_23	0.0	814.8965945875	18.623919308	4.178674352000001
B03_C2__13_24	0.0	526.0418780225	35.4483695655	15.5298913045
B03_C2__13_25	0.0	847.5792561640001	7.789056835499999	0.3569635785
B03_C2__13_26	0.0	738.7851691355	2.561494947	0.19068200600000001
B03_C2__13_27	0.0	589.543794872	22.824844405	11.0091451795
B03_C2__13_28	0.0	656.9842993350001	14.788422902999999	1.619789051
B03_C2__13_29	0.0	472.6331212705	12.1601024265	4.002560663500001
B03_C2__13_30	0.0	230.9237047625	8.626609442	7.5622317594999995
B03_C2__13_31	0.0	151.3742128185	15.6385338545	8.526988486
B03_C2__13_32	0.0	626.0216189160001	8.357874897	0.3622334785
B03_C2__13_4	0.0	1127.189695214	6.6097392105	6.618970689999999
B03_C2__13_5	0.0	457.0769867965	12.579451912	27.1699489425
B03_C2__13_6	0.0	534.8153882165	10.907349603	23.322219069
B03_C2__13_7	0.0	529.52212298	10.461146971000002	15.6001737835
B03_C2__13_8	0.0	541.068673325	12.433659791	11.8619029385
B03_C2__13_9	0.0	738.7797038965	6.2695470865	2.397775976
B03_C2__14_13	0.0	261.26667199199994	8.384447962	0.071725366
B03_C2__14_14	0.0	657.2065502130001	10.321782178	1.0671067105
B03_C2__14_15	0.0	137.439319374	19.797321752000002	1.4296055010000002
B03_C2__14_16	0.0	494.09549077299994	17.821913274	3.80999669
B03_C2__14_17	0.0	158.3452012505	16.540691992	8.216589561500001
B03_C2__14_18	0.0	459.5966859555	15.128657460500001	5.806314253
B03_C2__14_19	0.0	193.06745769000003	6.3732715655	3.5656629465000007
B03_C2__14_20	0.0	321.67951653	11.678507993	4.3612027405
B03_C2__14_21	0.0	268.4088660855	9.069466636	1.788024043
B03_C2__14_22	0.0	579.6195914525	16.411238825	33.689107827
B03_C2__14_23	0.0	935.7541298364999	50.266829551	61.48652993
B03_C2__14_24	0.0	590.184795209	2.984256963	0.0230667205
B03_C2__14_25	0.0	732.0074268234998	8.149416539499999	1.277904617
B03_C2__14_26	0.0	858.072040839	5.486397650000001	0.6608853765
B03_C2__14_27	0.0	686.780439534	5.0310417925	1.283313144
B03_C2__14_28	0.0	422.52939931550003	15.2817442885	7.477482425
B03_C2__14_29	0.0	183.5802547975	9.3320549695	3.2566315115
B03_C2__14_30	0.0	154.31197194	12.8726536625	5.0484603114999995
B03_C2__14_31	0.0	156.1118049905	15.004840270999999	8.9968538235
B03_C2__14_4	0.0	996.8431503659999	4.195022129	12.903916623
B03_C2__14_5	0.0	578.848027088	6.9998060325	16.0338473475
B03_C2__14_6	0.0	375.894324556	8.474425236	8.7774015325
B03_C2__14_7	0.0	523.3765777945	8.9939896965	8.9725243275
B03_C2__14_8	0.0	591.1825917140001	8.121219758	2.728074597
B03_C2__15_13	0.0	875.9267792454998	16.250134655	2.7846601315
B03_C2__15_14	0.0	468.5477561445	7.7671663445	0.5319148939999999
B03_C2__15_15	0.0	544.535502743	11.671227765000001	2.3354894885
B03_C2__15_16	0.0	360.74255392149996	17.858056266	4.9776214835
B03_C2__15_17	0.0	262.42563173049996	10.258299993	1.54067523
B03_C2__15_18	0.0	130.9055247675	15.1384083045	3.219915417
B03_C2__15_19	0.0	975.5886965755001	15.480509201	5.5900006595
B03_C2__15_20	0.0	514.8457261364999	11.287794684	0.9240514595
B03_C2__15_21	0.0	563.328423396	13.687230989500001	35.143472023
B03_C2__15_22	0.0	535.2068571085	9.8573281455	1.2014471975
B03_C2__15_23	0.0	496.98167933	19.050290391	0.039598733
B03_C2__15_24	0.0	898.832606275	5.497131931	0.6532823455000001
B03_C2__15_25	0.0	932.6024930205	3.64489354	0.1714182605
B03_C2__15_26	0.0	618.1698800105	26.070763501000002	30.943513346
B03_C2__15_27	0.0	797.6217699535	10.0210822205	0.4181307095
B03_C2__15_28	0.0	264.44820797299997	22.2504829365	11.7321313585
B03_C2__15_29	0.0	102.5393964535	11.2370874275	7.31292517
B03_C2__15_30	0.0	360.0659070255	19.367845994	15.290062435
B03_C2__15_31	0.0	223.6461232135	8.521324354999999	6.9809203140000005
B03_C2__15_4	0.0	651.5620547579999	11.696766065	32.953590928
B03_C2__15_5	0.0	483.878104366	4.1369964925	14.425018599000001
B03_C2__15_6	0.0	581.551545811	8.468335788	7.8362788415
B03_C2__15_7	0.0	596.6131900425	6.5088166245000005	4.1110944604999995
B03_C2__15_8	0.0	594.7082304675	7.842788547000001	8.6490011265
B03_C2__15_9	0.0	687.6069409864999	14.4419854565	7.29687006
B03_C2__16_10	0.0	554.8658791375	9.42724276	9.4066399815
