	gene	leverage
6955	Dhrs4	0.001127745257690549
39900	Rpl15-ps3	0.0011277161538600922
31668	Mfng	0.001127708819694817
34667	Olfr331	0.001127686002291739
42734	Tbl1x	0.001127671916037798
14436	Gm17768	0.0011276466539129615
27732	Gm906	0.0011276394361630082
24436	Gm44705	0.0011275735450908542
6128	Crispld1	0.001127546071074903
13470	Gm15786	0.001127447932958603
24451	Gm44721	0.0011274425778537989
44161	Ttc17	0.0011273989221081138
25938	Gm5310	0.001127327443100512
31598	Meis3	0.0011273114942014217
25394	Gm45675	0.0011272348929196596
5520	Chid1	0.0011271885596215725
2877	Ahsa1	0.0011271783150732517
33423	Nipa1	0.0011271709809079766
36765	Prkab2	0.001127141178585589
21008	Gm37114	0.0011270534014329314
29992	Itgb1bp1	0.0011270528193563223
35512	Pabpc6	0.0011270412942394614
44885	Vmn1r200	0.0011270366376265883
37068	Ptbp2	0.0011270358227193356
9566	Gm10717	0.0011270333779975772
3232	Ap1m1	0.0011269289534538984
26533	Gm6395	0.001126922550611198
320	1700029J07Rik	0.0011269223177805543
28849	Hist1h2ac	0.0011269140522927046
44817	Vmn1r-ps92	0.0011269095120951533
3827	B230206H07Rik	0.0011268818052485585
39101	Rab11fip5	0.0011267161462455988
28633	H2bfm	0.0011267150985077024
10588	Gm12255	0.0011266986839473248
32929	Mup11	0.0011266740038990974
14199	Gm17082	0.001126570743508637
4559	CH25-502A9.1	0.0011265421053394675
7618	Eif3h	0.0011264560744166374
20304	Gm29630	0.0011264430359005928
8644	Fnip2	0.0011264013592153788
8760	Fstl4	0.0011263982160016894
22670	Gm42838	0.0011263436172157526
8262	Fam69b	0.0011263249907642603
43391	Tmem45a2	0.001126292278058827
24143	Gm44382	0.0011261887848377228
25787	Gm4987	0.001126183313317597
40143	Rps12-ps26	0.001126070274040103
37750	RP23-282M20.5	0.0011260566534474492
18655	Gm26537	0.0011260409373790026
24394	Gm44664	0.0011260000756010413
6463	Cyp2j7-ps3	0.0011259422171860933
26448	Gm6215	0.0011259325547143817
21357	Gm37517	0.0011258915765210986
20626	Gm33707	0.0011258518788963556
36004	Phf11b	0.001125832786783576
25186	Gm45466	0.0011257237056270242
40220	Rps27a-ps1	0.0011256898287683725
8860	Gabpa	0.0011256354628130794
38470	RP24-131G14.13	0.0011256334837526083
25045	Gm45326	0.0011256150901317596
19313	Gm27582	0.0011256143916398287
33155	Nat8	0.0011255491990596056
14057	Gm16552	0.0011255171848461032
39085	RP24-95J4.5	0.0011254968121647835
36027	Phgr1	0.00112547364551574
16418	Gm23211	0.0011254155542701483
4870	Ccdc171	0.001125409617088735
41989	Speer6-ps1	0.0011253674747422338
25952	Gm5327	0.0011253157863393426
20966	Gm37066	0.0011253004195168614
20944	Gm37042	0.0011252410477027297
27486	Gm8521	0.0011251698015257716
35309	Olfr96	0.0011251623509451747
18653	Gm26535	0.0011251505929976702
1346	4930539M17Rik	0.0011249525705352426
10005	Gm11598	0.0011249394156038761
38334	RP23-63H11.3	0.001124934060499072
5417	Ces1f	0.0011248579248785973
14421	Gm17709	0.0011248346418142319
23695	Gm43890	0.0011248297523707151
6006	Cox20	0.0011248057708144188
3631	Atf5	0.0011247781803831458
24464	Gm44733	0.0011247341753914952
5360	Cenpw	0.001124731032177806
10948	Gm12686	0.00112459110096097
12230	Gm14254	0.0011245503555983305
22268	Gm42441	0.001124523812904954
14372	Gm17501	0.0011245196219533682
10961	Gm12701	0.001124399364925921
25349	Gm45631	0.0011243463959544897
8447	Fcho1	0.0011243196204304695
33507	Nme8	0.0011243009939789772
13800	Gm16163	0.0011242927284911275
27764	Gm9131	0.001124217757023871
5237	Cdk11b	0.0011242091422900558
27226	Gm7988	0.0011241399915888906
17036	Gm24154	0.0011240908643230796
7500	Edem2	0.0011240841122344136
18845	Gm26737	0.0011240727035328746
45405	Wee1	0.0011240100720897317
8794	Fut1	0.0011240007588639855
37322	RP23-12H20.1	0.0011239292798563838
8931	Gapdh	0.0011239065788686275
23562	Gm43751	0.0011237048311159015
34488	Olfr1505	0.001123611000366509
29380	Ighg2b	0.001123584806919098
38279	RP23-468J15.7	0.0011235486017540097
14720	Gm18665	0.001123385620303452
42695	Tbc1d10b	0.0011233167024329305
26091	Gm5561	0.001123216119594872
40990	Shc3	0.0011231953976675868
9866	Gm11438	0.001123095746152103
42836	Tctn2	0.0011230682721361518
39748	Rnf149	0.0011230608215555549
33734	Ntan1	0.0011230530217289925
32895	Muc3	0.0011230326490476727
36321	Plekho1	0.0011230048257857561
31279	Magix	0.001122917514294386
38307	RP23-55A6.4	0.0011229130905121565
543	1700113H08Rik	0.0011228935327380896
449	1700066C05Rik	0.0011228859657421708
42266	Stard7	0.0011228758376091719
6063	Cpped1	0.0011228754883632064
36243	Platr22	0.0011228540679439902
38752	RP24-325P4.4	0.0011228532530367374
12652	Gm14804	0.001122823916375637
3626	Ate1	0.0011228170478716493
11996	Gm13941	0.0011227895738556981
30626	Krtap5-4	0.0011227673385292292
26480	Gm6283	0.0011227475479245186
40314	Rsph10b	0.0011226605856791139
29871	Ints3	0.0011226418428122997
42610	Taf9	0.0011225847993046045
39097	Rab11fip3	0.0011225678026676178
30382	Klhdc7b	0.0011225576745346189
30523	Krit1	0.001122554182074964
3615	Asxl3	0.0011225204216316342
35126	Olfr775	0.0011225143680348992
30211	Kcnn4	0.0011225054040551186
20401	Gm30332	0.0011224495247006416
1712	5430402E10Rik	0.0011224094778299332
12967	Gm15195	0.0011224033078178763
17592	Gm24966	0.0011223203036934137
12839	Gm15025	0.0011223179753869772
30629	Krtap6-2	0.0011222987668588758
8413	Fbxw11	0.0011222679167985916
16143	Gm22809	0.0011222355533391237
32694	Mrpl30	0.001122231944464147
25041	Gm45322	0.0011221881723031402
44482	Uhrf1bp1l	0.001122183632105589
42725	Tbcb	0.0011221792083233595
19258	Gm27419	0.0011221738532185555
35039	Olfr693	0.0011221572058275342
44744	Vmn1r-ps127	0.0011221453314647079
19827	Gm28758	0.0011221450986340642
1093	4930428O21Rik	0.0011220420710742474
34670	Olfr334-ps1	0.0011220386950299144
16513	Gm23349	0.0011220211163163185
29513	Ighv7-2	0.001121964305639267
11334	Gm13136	0.0011219505686312914
14047	Gm16539	0.001121949520893395
36541	Ppa1	0.0011218724539503455
21011	Gm37117	0.001121810986660421
33122	Nalcn	0.0011217582505196333
31825	Mir149	0.0011217213468626142
7509	Edrf1	0.0011217149440199137
20115	Gm29283	0.0011216637212783098
9289	Gm10175	0.001121648820117116
13050	Gm15304	0.001121644047088921
28589	H2-M6-ps	0.0011215789709240198
25157	Gm45438	0.0011215567355975509
41484	Slc9b2	0.00112152099609375
26553	Gm6439	0.0011215137783437967
3163	Ankrd44	0.001121483976021409
4294	Brox	0.0011214789701625705
40665	Sdhc	0.0011214686091989279
10535	Gm12194	0.0011214620899409056
959	4632428C04Rik	0.0011212935205549002
33788	Nudt8.1	0.0011212126119062304
11590	Gm13446	0.0011212100507691503
45307	Wars	0.0011212073732167482
31887	Mir196a-2	0.001121206907555461
1739	5730412P04Rik	0.0011212060926482081
20801	Gm36401	0.001121202833019197
8648	Folh1	0.0011212013196200132
19074	Gm26996	0.0011211585951969028
1374	4930554C24Rik	0.0011211262317374349
5435	Cetn4	0.001121091772802174
26852	Gm7134	0.001121073728427291
19882	Gm28869	0.0011210719821974635
8114	Fam160a1	0.001121034030802548
43197	Tmem102	0.0011210250668227673
24188	Gm44435	0.001121007138863206
44419	Ubtf	0.0011210002703592181
19825	Gm28755	0.0011209844378754497
21584	Gm37771	0.0011209154035896063
32175	Mir6400	0.0011209145886823535
4244	Borcs7	0.0011208857176825404
8911	Galnt18	0.0011208676733076572
36577	Ppip5k2	0.001120843691751361
24741	Gm45018	0.001120775006711483
24431	Gm44700	0.001120766974054277
33399	Ngp	0.001120764878578484
26612	Gm6559	0.0011207247152924538
23595	Gm43785	0.0011207241332158446
7617	Eif3g	0.0011206883937120438
6345	Cxcl13	0.00112068559974432
8786	Fuca1	0.0011206796625629067
18401	Gm26169	0.0011206363560631871
31981	Mir326	0.0011206340277567506
46412	n-R5s50	0.0011205594055354595
41786	Snrpg	0.0011205560294911265
4888	Ccdc190	0.0011205393821001053
33987	Olfr1024	0.0011205236660316586
11784	Gm13667	0.0011205177288502455
21346	Gm37502	0.001120516681112349
9596	Gm10794	0.001120507949963212
11530	Gm13380	0.0011205041082575917
24627	Gm44900	0.0011204172624275088
28743	Hdhd2	0.0011204165639355779
23786	Gm43989	0.0011203843168914318
1943	9330175E14Rik	0.00112038420047611
32425	Mir9-3	0.0011203784961253405
3792	Avpr1a	0.0011202872265130281
25187	Gm45467	0.0011202702298760414
21504	Gm37681	0.0011202609166502953
42339	Stra8	0.0011201841989532113
36953	Prss41	0.0011201316956430674
36720	Prdm13	0.0011200935114175081
31521	Mcur1	0.001120079541578889
18064	Gm25668	0.0011199740692973137
14821	Gm18964	0.0011199605651199818
10545	Gm12205	0.0011199465952813625
37065	Ptafr	0.0011199454311281443
4880	Ccdc182	0.001119897235184908
10339	Gm11982	0.0011198461288586259
16	0610033M10Rik	0.0011198015417903662
4835	Ccdc126	0.001119782798923552
41439	Slc6a19	0.0011197020066902041
24920	Gm45202	0.0011196999112144113
35584	Paqr5	0.001119678490795195
2504	Abl2	0.0011196776758879423
40720	Selenoi	0.0011196669656783342
45711	Zdhhc3	0.0011196214472875
4264	Bptf	0.0011196156265214086
39714	Rnaset2b	0.0011196035193279386
11093	Gm12856	0.0011195947881788015
37282	RP23-116C19.4	0.0011195557890459895
25014	Gm45294	0.0011195018887519836
11098	Gm12861	0.0011194928083568811
42759	Tbxa2r	0.0011194020044058561
46395	n-R5s28	0.0011193944374099374
27853	Gm9381	0.0011193850077688694
45546	Yaf2	0.0011193674290552735
22408	Gm42581	0.0011193123646080494
37217	Pyurf	0.001119264168664813
1565	4933406C10Rik	0.0011191620724275708
22992	Gm43165	0.0011190790683031082
9235	Gm10065	0.0011190010700374842
14924	Gm19345	0.001118995132856071
10312	Gm11953	0.001118945307098329
38117	RP23-408K7.2	0.0011189430952072144
37659	RP23-244J20.1	0.0011189384385943413
25441	Gm45727	0.0011189349461346865
32120	Mir5619	0.001118907006457448
3313	Apol7a	0.0011189059587195516
8129	Fam168b	0.0011188969947397709
15157	Gm20481	0.0011188953649252653
15325	Gm20744	0.0011188563657924533
25369	Gm45650	0.0011188024654984474
7047	Dmd	0.0011187411146238446
16310	Gm23060	0.0011187377385795116
10064	Gm11673	0.0011186774354428053
41773	Snrp1c-ps1	0.001118664862588048
24895	Gm45176	0.0011186582269147038
1159	4930449I04Rik	0.0011185952462255955
37303	RP23-11B13.2	0.001118586747907102
39282	Rasa3	0.0011185818584635854
19271	Gm27457	0.0011185762705281377
29593	Igkv16-104	0.0011185422772541642
21772	Gm37974	0.0011184647446498275
9802	Gm11368	0.001118442160077393
37751	RP23-282M20.6	0.0011184117756783962
46345	n-R5s156	0.0011184017639607191
23225	Gm43401	0.0011183610185980797
12537	Gm14660	0.001118323067203164
36129	Pin4	0.0011183167807757854
19861	Gm28822	0.0011183053720742464
11496	Gm13344	0.001118260552175343
12219	Gm14243	0.0011182156158611178
1698	5330417C22Rik	0.0011180860456079245
39377	Rbm6-ps2	0.0011180611327290535
6539	D030040B21Rik	0.001118054729886353
6904	Depdc1b	0.0011180229485034943
36532	Pou3f4	0.0011180178262293339
17567	Gm24928	0.0011178974527865648
31404	March5	0.0011178862769156694
29993	Itgb1bp2	0.0011178494896739721
12242	Gm14269	0.001117828069254756
22863	Gm43030	0.0011178117711097002
37737	RP23-273P15.2	0.001117801875807345
13122	Gm15389	0.001117786974646151
28471	Gstt1	0.0011177797568961978
26551	Gm6433	0.0011177478590980172
20119	Gm29291	0.0011177159612998366
33103	Nacad	0.0011176574043929577
4062	Bbip1	0.0011175586842000484
31719	Mhrt	0.0011175230611115694
37852	RP23-317B21.4	0.0011175083927810192
1341	4930537H20Rik	0.001117501757107675
25772	Gm4962	0.0011173723032698035
28901	Hist2h2bb	0.0011173533275723457
33492	Nlrp6	0.0011172896483913064
39143	Rab3il1	0.0011172858066856861
22821	Gm42987	0.001117146690376103
43630	Tpi-rs2	0.0011171416845172644
25922	Gm5284	0.001117140520364046
35443	Otop3	0.0011171335354447365
41279	Slc28a3	0.001117108971811831
31604	Meox2	0.0011170231737196445
18516	Gm26347	0.0011170220095664263
43438	Tmem8b	0.0011169906938448548
20356	Gm29813	0.0011169686913490295
31134	Ltbp3	0.0011168888304382563
21372	Gm37533	0.0011168422643095255
30127	Kcmf1	0.0011168303899466991
3822	B230112G18Rik	0.0011166718322783709
35270	Olfr922	0.0011166700860485435
8814	Fyb	0.0011166355106979609
15280	Gm20678	0.0011166140902787447
42415	Sult3a1	0.001116549945436418
23159	Gm43335	0.0011165260802954435
398	1700049E17Rik1	0.0011164750903844833
25275	Gm45558	0.0011164445895701647
25651	Gm4736	0.0011164009338244796
21722	Gm37918	0.0011163970921188593
21915	Gm38128	0.0011163568124175072
10697	Gm12378	0.0011163303861394525
39005	RP24-559D16.4	0.0011163249146193266
30864	Lims2	0.001116315834224224
29642	Igkv4-83	0.0011162705486640334
8294	Fam92a	0.001116233179345727
15982	Gm22571	0.0011161604197695851
31611	Mesdc2	0.0011161341099068522
42053	Spp2	0.0011161052389070392
41272	Slc27a2	0.0011160142021253705
27934	Gm9625	0.0011159672867506742
23318	Gm43494	0.0011159289861097932
23089	Gm43264	0.0011159288696944714
33412	Nicn1	0.0011159193236380816
14693	Gm18561	0.001115867285989225
30913	Lmcd1	0.0011158197885379195
4417	C130083A15Rik	0.001115740742534399
5973	Cops8	0.0011157372500747442
20896	Gm36990	0.0011156887048855424
4995	Ccl8	0.001115669496357441
37457	RP23-180C14.3	0.00111563375685364
24604	Gm44877	0.0011156131513416767
37666	RP23-246F14.2	0.0011155653046444058
42688	Tatdn3	0.0011155419051647186
178	1700012A03Rik	0.0011155061656609178
13874	Gm16248	0.00111550057772547
26291	Gm5912	0.0011154768289998174
35117	Olfr766-ps1	0.0011154633248224854
28538	Gvin1	0.0011154450476169586
46163	Zfyve21	0.001115430612117052
31639	Mettl26	0.0011153946397826076
2248	A930018P22Rik	0.0011153285158798099
45306	Wapl	0.0011152942897751927
32211	Mir670	0.0011152616934850812
21381	Gm37543	0.0011152352672070265
44912	Vmn1r225	0.0011151954531669617
10867	Gm12591	0.0011151654180139303
28755	Hebp2	0.0011151612270623446
19133	Gm27162	0.0011150992941111326
28614	H2afx	0.0011150561040267348
39094	Rab11b-ps2	0.0011149756610393524
40296	Rrp7a	0.0011149446945637465
30836	Lhpp	0.001114899292588234
14245	Gm17141	0.0011148677440360188
20410	Gm30484	0.001114805811084807
34289	Olfr1311	0.0011147717013955116
1476	4930594O21Rik	0.0011147701879963279
14769	Gm18806	0.0011147698387503624
43639	Tpm4	0.0011147349141538143
16103	Gm22750	0.0011146871838718653
3835	B230217C12Rik	0.0011145657626911998
20869	Gm36960	0.001114524551667273
22495	Gm42666	0.0011144967284053564
8321	Farp2	0.001114493003115058
25960	Gm5342	0.001114456681534648
5738	Clic5	0.001114443177357316
3586	Asic5	0.0011144247837364674
13413	Gm15721	0.0011144146556034684
44371	Ube2n-ps1	0.0011144077870994806
1857	8030451A03Rik	0.0011143673909828067
17345	Gm24598	0.0011143428273499012
23198	Gm43374	0.001114285085350275
41708	Snora73a	0.0011142475996166468
32049	Mir423	0.0011141309514641762
20106	Gm29262	0.0011140881106257439
46447	n-R5s94	0.0011140159331262112
13298	Gm15591	0.0011140148853883147
11567	Gm13421	0.0011139856651425362
2437	Abca5	0.0011139243142679334
35903	Pelp1	0.0011139194248244166
32201	Mir668	0.0011139098787680268
7159	Dnmbp	0.0011139021953567863
21947	Gm38165	0.0011138368863612413
9707	Gm11227	0.0011137941619381309
7645	Eif5	0.0011136576067656279
30089	Kank3	0.0011136493412777781
1410	4930563E18Rik	0.001113592879846692
44868	Vmn1r184	0.0011135217500850558
40759	Senp7	0.0011135211680084467
35663	Pcca	0.0011135046370327473
19562	Gm28281	0.0011135010281577706
33283	Ndufs8	0.0011134876403957605
3085	Anapc10	0.0011134592350572348
36029	Phka1	0.0011134038213640451
26664	Gm6655	0.0011133323423564434
9217	Gm10038	0.0011132529471069574
44796	Vmn1r-ps61	0.0011131914798170328
41952	Spata46	0.001113186008296907
22009	Gm38237	0.001113165752030909
21918	Gm38131	0.0011131606297567487
38514	RP24-167A12.5	0.0011131453793495893
35153	Olfr801	0.001113058882765472
3524	Arrdc5	0.0011130095226690173
21637	Gm37832	0.0011130024213343859
25338	Gm45620	0.0011129869380965829
13748	Gm16106	0.001112968660891056
44777	Vmn1r-ps32	0.0011129665654152632
34732	Olfr397	0.0011129621416330338
4683	Capn15	0.0011129406047984958
11741	Gm13611	0.0011129369959235191
40874	Setd5	0.0011129280319437385
26300	Gm5931	0.0011128841433674097
42586	Tada2a	0.001112792524509132
13707	Gm16060	0.0011127865873277187
34025	Olfr1059-ps1	0.0011127021862193942
10497	Gm12153	0.0011126975296065211
17165	Gm24336	0.0011126777390018106
32774	Ms4a5	0.0011126641184091568
18003	Gm25577	0.001112584606744349
2151	A530083M17Rik	0.0011125421151518822
13654	Gm15998	0.0011125309392809868
41211	Slc24a5	0.0011124727316200733
41608	Smkr-ps	0.0011124334996566176
11279	Gm13067	0.0011124149896204472
19487	Gm28140	0.0011124106822535396
37086	Ptgdr2	0.0011123169679194689
25466	Gm45752	0.0011122996220365167
39801	Rnf5	0.0011122949654236436
11515	Gm13363	0.001112294732593
18589	Gm26454	0.0011122912401333451
21240	Gm37367	0.001112277270294726
45072	Vmn2r-ps60	0.0011122565483674407
11156	Gm12924	0.001112221390940249
33045	Myo7a	0.0011122191790491343
26795	Gm6967	0.0011121905408799648
32424	Mir9-1	0.0011121858842670918
11609	Gm13466	0.0011121638817712665
22038	Gm38268	0.0011121595744043589
28378	Grik2	0.0011121578281745315
40084	Rpl9-ps1	0.0011121503775939345
26946	Gm7343	0.0011121338466182351
23513	Gm43703	0.001112054567784071
41519	Slitrk3	0.001112003461457789
38236	RP23-449K22.2	0.0011119950795546174
26989	Gm7445	0.001111960387788713
15741	Gm22213	0.001111935474909842
31422	Marveld1	0.0011119185946881771
7205	Dpep1	0.0011119158007204533
23996	Gm44205	0.0011118865804746747
2249	A930019D19Rik	0.0011118730762973428
10511	Gm12168	0.0011118411784991622
1021	4921524L21Rik	0.0011118378024548292
39210	Rai1	0.0011118002003058791
3082	Amz1	0.0011117730755358934
6439	Cyp2c70	0.0011117589892819524
43159	Tmbim4	0.001111716846935451
23140	Gm43317	0.0011116934474557638
18800	Gm26693	0.001111686578951776
41487	Slco1a4	0.0011116857640445232
28189	Gopc	0.0011116750538349152
834	2700081O15Rik	0.0011116216192021966
32626	Mrgpra2b	0.0011116124223917723
37599	RP23-228J12.2	0.0011116047389805317
19440	Gm28055	0.001111547346226871
39220	Ralgps1	0.001111539313569665
44610	Usp45	0.0011115167289972305
2256	A930032L01Rik	0.001111495541408658
31211	Lztr1	0.0011114788940176368
42438	Supt6	0.001111439079977572
37633	RP23-23P9.3	0.0011114366352558136
19193	Gm27240	0.001111390651203692
21096	Gm37207	0.0011113268556073308
46408	n-R5s46	0.0011112223146483302
37396	RP23-151L20.5	0.0011111950734630227
9611	Gm10829	0.0011111927451565862
40324	Rspo4	0.0011111900676041842
5944	Colgalt2	0.0011111334897577763
6256	Ctdspl2	0.00111109996214509
4924	Ccdc68	0.0011110776104032993
27388	Gm8304	0.0011110714403912425
39428	Rdh10	0.0011110372142866254
6397	Cyp17a1	0.0011110007762908936
16680	Gm23626	0.0011109698098152876
23924	Gm44130	0.0011108865728601813
11631	Gm13490	0.0011108736507594585
13127	Gm15394	0.0011108029866591096
2071	A230085B16Rik	0.001110742217861116
24856	Gm45137	0.0011107383761554956
26198	Gm5752	0.0011107088066637516
3438	Arhgef39	0.0011106417514383793
11772	Gm13653	0.0011105781886726618
44657	Vamp4	0.0011105703888460994
19295	Gm27528	0.001110557233914733
11310	Gm13106	0.001110533019527793
2986	Aldoart2	0.0011105199810117483
33151	Nat14	0.0011104948353022337
20711	Gm35013	0.0011104472214356065
24345	Gm44614	0.0011104242876172066
41625	Smpd4	0.0011103596771135926
44800	Vmn1r-ps65	0.0011103543220087886
11655	Gm13522	0.0011103523429483175
26671	Gm6669	0.0011103501310572028
20981	Gm37084	0.0011102886637672782
10482	Gm12135	0.0011102821445092559
29880	Invs	0.0011101796990260482
20924	Gm37019	0.0011101685231551528
35606	Parp12	0.0011101677082479
15455	Gm21304	0.0011101254494860768
13900	Gm16279	0.0011100865667685866
35658	Pcbd2	0.001110063516534865
13188	Gm15475	0.0011100256815552711
2959	Alas1	0.0011100164847448468
21911	Gm38123	0.0011099922703579068
14176	Gm17052	0.0011099348776042461
45516	Xlr5d-ps	0.0011099237017333508
1876	9030622O22Rik	0.0011098796967417002
11450	Gm13281	0.0011098728282377124
32848	Mthfd2l	0.0011098264949396253
5285	Cdr2l	0.0011098198592662811
42532	Syt14	0.0011098195100203156
30263	Kdm4b	0.001109810546040535
13938	Gm16326	0.0011097940150648355
4889	Ccdc191	0.0011097844690084457
45479	Wwc2	0.001109722419641912
34304	Olfr1325	0.0011097004171460867
34682	Olfr347	0.001109593897126615
12444	Gm14548	0.0011095873778685927
2544	Acd	0.001109550823457539
15040	Gm20069	0.001109502394683659
33601	Nphs2	0.0011094913352280855
19149	Gm27186	0.0011094765504822135
15449	Gm2128	0.0011094140354543924
37743	RP23-276C6.4	0.0011094039073213935
30856	Lima1	0.0011093886569142342
5924	Col4a6	0.0011093560606241226
41105	Slamf9	0.0011093210196122527
17566	Gm24927	0.001109306002035737
30551	Krt39	0.0011093005305156112
30879	Lipa	0.0011092957574874163
786	2610020C07Rik	0.0011092849308624864
7582	Ehmt2	0.0011092714266851544
27985	Gm9768	0.0011092571076005697
21800	Gm38007	0.001109235337935388
35334	Olfr984	0.0011092331260442734
22322	Gm42493	0.001109183533117175
23325	Gm43501	0.0011091720080003142
25297	Gm45579	0.0011091434862464666
5135	Cd59b	0.0011091298656538129
15402	Gm21034	0.0011091268388554454
12917	Gm15136	0.0011091019259765744
8242	Fam47c	0.0011090906336903572
5767	Clrn1	0.001109089469537139
29132	Hsdl2	0.0011090702610090375
11331	Gm13133	0.0011089900508522987
8137	Fam172a	0.0011088167084380984
6092	Crb1	0.001108774682506919
8377	Fbxo15	0.0011087303282693028
22153	Gm38399	0.0011087191523984075
1648	4933431G14Rik	0.001108686439692974
24373	Gm44643	0.0011086852755397558
15810	Gm22311	0.00110867980401963
19137	Gm27166	0.0011086370795965195
12872	Gm15068	0.0011086302110925317
17079	Gm24223	0.001108377007767558
37317	RP23-128C4.4	0.0011083503486588597
31164	Ly6g6e	0.0011083208955824375
34521	Olfr165	0.0011082319542765617
36090	Pigq	0.001108157797716558
357	1700036O09Rik	0.0011081506963819265
36231	Platr1	0.0011080241529271007
27941	Gm9655	0.0011080217082053423
22891	Gm43059	0.0011079926043748856
26971	Gm7405	0.0011079903924837708
45485	Xaf1	0.0011079753749072552
20354	Gm29808	0.0011079631512984633
41066	Six4	0.0011079582618549466
42912	Tex101	0.001107885385863483
33071	Mzb1	0.0011078411480411887
39075	RP24-92J3.5	0.0011078272946178913
31196	Lyrm9	0.0011078057577833533
10311	Gm11952	0.001107800635509193
20735	Gm3532	0.0011077672243118286
7169	Dnpep	0.001107744756154716
39153	Rab5a-ps	0.0011077041272073984
25882	Gm5215	0.0011076919035986066
45267	Vsig1	0.0011076700175181031
31702	Mgat4a	0.001107667339965701
740	2310065F04Rik	0.0011076346272602677
4866	Ccdc167	0.0011075924849137664
24835	Gm45116	0.0011075899237766862
10389	Gm12035	0.0011075600050389767
4979	Ccl21c	0.0011075022630393505
12588	Gm14727	0.0011074166977778077
15009	Gm19880	0.0011074116919189692
43980	Trim68	0.0011074108770117164
6508	Cyp4v3	0.0011073682690039277
44046	Trpc4ap	0.0011073636123910546
3147	Ankrd26	0.001107322983443737
10463	Gm12116	0.0011073033092543483
43075	Timm17b	0.0011072868946939707
9181	Glrx5	0.0011072673369199038
14835	Gm19013	0.0011071516200900078
5929	Col6a2	0.0011071031913161278
38890	RP24-446P15.4	0.0011070985347032547
12960	Gm15188	0.0011070966720581055
27290	Gm8121	0.0011070320615544915
43292	Tmem189	0.0011069349711760879
28724	Hdac1	0.0011069336906075478
35320	Olfr970	0.0011069088941439986
30586	Krtap12-1	0.0011069087777286768
31865	Mir1945	0.0011068998137488961
4370	Bub3	0.0011068566236644983
30532	Krt17	0.0011068024905398488
21629	Gm37824	0.0011067971354350448
505	1700095J12Rik	0.001106760581023991
13822	Gm16189	0.0011066917795687914
43943	Trim30e-ps1	0.001106657087802887
2853	Agpat5	0.001106657087802887
28936	Hmgb1-ps2	0.0011066473089158535
4145	Bet1	0.0011065993458032608
23909	Gm44116	0.001106469426304102
23302	Gm43477	0.0011064158752560616
12843	Gm15029	0.0011064038844779134
14125	Gm16838	0.0011064016725867987
41338	Slc35g1	0.001106390031054616
41422	Slc5a3	0.0011063605779781938
3144	Ankrd22	0.001106291194446385
17214	Gm24406	0.0011062665143981576
16314	Gm23065	0.001106261508539319
29772	Il25	0.0011061560362577438
14788	Gm18854	0.001106116222217679
9761	Gm11300	0.0011060864198952913
25969	Gm5358	0.0011060842080041766
42956	Tfdp2	0.0011060773395001888
2582	Acp2	0.00110606849193573
27174	Gm7867	0.00110602134373039
22703	Gm42870	0.0011060188990086317
20524	Gm32158	0.0011059807147830725
8616	Fmo3	0.0011059303069487214
22668	Gm42836	0.0011059257667511702
25635	Gm4651	0.0011058904929086566
34387	Olfr1407-ps1	0.0011058634845539927
23017	Gm4319	0.0011058533564209938
33483	Nlrp4a	0.001105842413380742
28658	Hal	0.0011057800147682428
17141	Gm24297	0.0011057485826313496
11000	Gm12742	0.0011057250667363405
31373	Mapk13	0.0011056863004341722
35937	Pfdn4	0.001105650095269084
32894	Muc20	0.0011056496296077967
34688	Olfr353	0.0011056395014747977
28991	Hnrnpf	0.0011055964278057218
191	1700013G24Rik	0.0011055856011807919
43183	Tmed10	0.0011055805953219533
19976	Gm29022	0.001105568022467196
32496	Mmgt1	0.0011055563809350133
35402	Orm3	0.0011055548675358295
43035	Thoc7	0.0011055137729272246
36469	Polr1b	0.0011054917704313993
10552	Gm12213	0.0011054797796532512
30799	Lep	0.001105469069443643
4341	Btbd7	0.001105467788875103
8166	Fam192a	0.0011054642964154482
38780	RP24-347C6.7	0.0011054575443267822
10334	Gm11977	0.0011054128408432007
42785	Tcf19	0.0011053724447265267
36687	Pqbp1	0.0011053560301661491
9376	Gm10327	0.0011053215712308884
29600	Igkv2-107	0.0011052925838157535
13655	Gm15999	0.0011052001500502229
19499	Gm28158	0.0011051844339817762
43085	Timm9	0.0011051775654777884
34248	Olfr1275	0.0011051609180867672
13947	Gm16336	0.001105102594010532
34982	Olfr640	0.0011050974717363715
11428	Gm13249	0.001105035888031125
29566	Igkv12-66	0.0011049611493945122
37304	RP23-11B13.4	0.0011049401946365833
37124	Ptpdc1	0.0011048654559999704
33302	Nedd8	0.0011048566084355116
36502	Pomgnt1	0.0011048114392906427
20453	Gm31108	0.0011047582374885678
38216	RP23-440N1.4	0.0011047151638194919
33477	Nlrp14	0.0011046980507671833
19878	Gm28864	0.001104687456972897
36223	Plac8	0.001104674767702818
34345	Olfr1364	0.0011046644067391753
20471	Gm31343	0.0011046540457755327
15957	Gm22534	0.0011046393774449825
26235	Gm5829	0.001104559749364853
1282	4930517L18Rik	0.0011045581195503473
39561	Rhbdd2	0.0011045171413570642
21468	Gm37640	0.001104486407712102
3277	Aph1b	0.001104481634683907
40139	Rps12-ps21	0.0011044607963413
12699	Gm14856	0.001104410388506949
