	gene	leverage
22474	Gm42646	0.001783751416951418
37016	Psmb4	0.0017837209161370993
8921	Galntl6	0.0017836878541857004
22845	Gm43012	0.0017836542101576924
9089	Gif	0.0017836320912465453
25293	Gm45575	0.0017835020553320646
23541	Gm43731	0.0017835008911788464
5446	Cfap45	0.0017834673635661602
9713	Gm11233	0.0017834366299211979
7804	Ephx2	0.0017832687590271235
36038	Phldb2	0.0017832561861723661
6533	Cytl1	0.001783156068995595
18972	Gm26871	0.0017831302247941494
30423	Klk10	0.0017828706186264753
38553	RP24-198N9.1	0.0017824892420321703
23931	Gm44137	0.0017823736416175961
45083	Vmn2r-ps74	0.0017823179950937629
44676	Vav2	0.0017822885420173407
33180	Ncam2	0.0017822408117353916
23684	Gm43879	0.001781771774403751
10053	Gm11658	0.0017816860927268863
25359	Gm45641	0.001781637198291719
40470	Sars	0.0017816288163885474
20991	Gm37096	0.0017815561732277274
43850	Trbj2-3	0.0017815486062318087
28877	Hist1h3a	0.0017809439450502396
34793	Olfr463	0.0017808944685384631
27118	Gm7746	0.001780831953510642
22455	Gm42626	0.0017808303236961365
41738	Snord53	0.0017806687392294407
42865	Tead4	0.001780429040081799
1116	4930434B07Rik	0.0017804254312068224
22667	Gm42835	0.0017803370719775558
2237	A930007I19Rik	0.0017803092487156391
21020	Gm37125	0.0017801179783418775
9163	Glis3	0.0017800821224227548
22959	Gm43131	0.0017799785127863288
32762	Ms4a10	0.0017799452180042863
35519	Pacsin2	0.0017797284526750445
488	1700088E04Rik	0.0017796594183892012
28914	Hk1	0.0017795742023736238
30674	Lamb2	0.0017795057501643896
8612	Fmnl2	0.0017794767627492547
15696	Gm22137	0.0017792250728234649
39315	Rassf9	0.0017788864206522703
36731	Prdx2	0.0017786268144845963
12615	Gm14761	0.0017783751245588064
39994	Rpl30-ps8	0.0017780937487259507
39818	Rnu1b1	0.0017780362395569682
35063	Olfr716	0.0017775420565158129
20648	Gm34073	0.0017775368178263307
20057	Gm29168	0.0017774797743186355
44662	Vangl1	0.0017773234285414219
4008	BC080695	0.0017768344841897488
30495	Kmt2e	0.0017766396049410105
10029	Gm11629	0.0017765596276149154
28871	Hist1h2bl	0.0017763791838660836
17714	Gm25134	0.001776375574991107
11805	Gm13689	0.0017763494979590178
6718	Dcdc5	0.0017762170173227787
17933	Gm25454	0.0017761079361662269
10268	Gm11906	0.001775992102921009
45531	Xpr1	0.0017753469292074442
10695	Gm12375	0.00177531479857862
5476	Cga	0.0017752854619175196
31954	Mir3081	0.0017752086278051138
22498	Gm42670	0.0017751881387084723
17835	Gm25314	0.0017750399420037866
13733	Gm16090	0.0017749040853232145
38160	RP23-426K2.2	0.0017748131649568677
16118	Gm22775	0.0017747209640219808
2457	Abcc3	0.0017744767246767879
40170	Rps15a-ps8	0.0017743812641128898
29081	Hpse2	0.0017742097843438387
31143	Luc7l2	0.0017740253824740648
22665	Gm42833	0.0017740214243531227
25865	Gm5150	0.0017740073380991817
27353	Gm8239	0.0017739222384989262
10467	Gm12120	0.0017736874287948012
5325	Cel	0.0017736137378960848
15465	Gm21399	0.0017735761357471347
34470	Olfr149	0.0017734987195581198
20167	Gm29383	0.0017734457505866885
9693	Gm11212	0.0017732491251081228
30101	Kat2b	0.0017730884719640017
37471	RP23-182F9.7	0.0017730527324602008
29791	Il6st	0.0017729365499690175
40972	Sh3glb2	0.0017729270039126277
11913	Gm13832	0.0017727657686918974
31113	Lsm14b	0.0017727529630064964
45596	Zap70	0.001772218500263989
45478	Wwc1	0.0017720786854624748
38848	RP24-401C17.6	0.0017720662290230393
13341	Gm15637	0.001772003248333931
12421	Gm14518	0.00177195540163666
26210	Gm5773	0.0017718978924676776
10220	Gm11852	0.001771709998138249
39051	RP24-83B1.5	0.0017716014990583062
23357	Gm43537	0.0017715475987643003
484	1700086L19Rik	0.0017714891582727432
44697	Vegfd	0.0017714594723656774
45146	Vmn2r28	0.0017712801927700639
10765	Gm12451	0.0017710438696667552
27740	Gm9078	0.0017710153479129076
38730	RP24-314N20.2	0.0017710118554532528
12922	Gm15147	0.0017706443322822452
11807	Gm13692	0.0017704664496704936
20101	Gm29257	0.0017699479358270764
44678	Vax1	0.0017696988070383668
42662	Tas2r121	0.0017695636488497257
21532	Gm37713	0.0017695175483822823
13484	Gm15801	0.001769434311427176
40240	Rps6-ps4	0.0017694098642095923
24524	Gm44794	0.0017692976398393512
17882	Gm25380	0.0017691304674372077
27607	Gm8807	0.0017691005486994982
35043	Olfr697	0.0017689545638859272
16607	Gm23505	0.0017689040396362543
27052	Gm7600	0.001768877962604165
6208	Csnk1g2	0.0017687396612018347
20029	Gm29127	0.001768739428371191
1699	5330417H12Rik	0.0017685245256870985
21809	Gm38018	0.0017684120684862137
1490	4930599N24Rik	0.001768379588611424
20250	Gm29530	0.0017682240577414632
25684	Gm4795	0.0017682159086689353
10931	Gm12664	0.001768010202795267
20505	Gm31784	0.001767787616699934
4283	Bri3bp	0.0017677274299785495
5208	Cdh12	0.0017676643328741193
45460	Wnt8a	0.0017675389535725117
33428	Nipal4	0.001767530688084662
36855	Prop1	0.0017674153205007315
39006	RP24-570C10.8	0.0017672179965302348
37758	RP23-283D8.2	0.0017671998357400298
3731	Atp6v0e	0.00176709471270442
13477	Gm15793	0.0017668654909357429
44727	Vmn1r-ps103	0.0017666314961388707
35318	Olfr969	0.0017664942424744368
12039	Gm14010	0.0017664482584223151
9322	Gm10243	0.0017662823665887117
1981	9430099M06Rik	0.0017662413883954287
37346	RP23-135F1.2	0.0017661917954683304
20341	Gm29755	0.0017654807306826115
46177	Zic3	0.001765304827131331
22541	Gm42712	0.0017652985407039523
11775	Gm13657	0.0017652682727202773
35911	Perp	0.0017652028473094106
556	1700121L03Rik	0.001764954417012632
22619	Gm42789	0.0017645758343860507
43156	Tma7	0.0017644244944676757
8502	Fgf10	0.0017640505684539676
12784	Gm14963	0.0017640007426962256
30872	Lin7c	0.0017639524303376675
18881	Gm26775	0.0017637177370488644
38557	RP24-202N20.1	0.0017636468401178718
28302	Gpr39	0.00176347850356251
26800	Gm6981	0.0017633250681683421
4957	Ccdc96	0.0017632523085922003
19273	Gm27460	0.0017631201772019267
45226	Vopp1	0.0017629684880375862
26474	Gm6270	0.0017629048088565469
5083	Cd209d	0.001762698870152235
12239	Gm14266	0.0017626781482249498
26754	Gm6866	0.0017626510234549642
25182	Gm45462	0.0017626478802412748
12745	Gm14907	0.0017624115571379662
46445	n-R5s92	0.0017623030580580235
20586	Gm32999	0.0017621915321797132
35615	Parpbp	0.001762091415002942
38755	RP24-328C19.5	0.0017618736019358039
7786	Epdr1	0.001761660911142826
12275	Gm14308	0.001761561376042664
15840	Gm22351	0.0017615549731999636
6149	Crtc1	0.0017614520620554686
17078	Gm24221	0.00176136358641088
11692	Gm13560	0.001761319930665195
46422	n-R5s64	0.0017612926894798875
9968	Gm11556	0.0017612776719033718
11727	Gm13597	0.001761157065629959
40861	Sertad4	0.001761142280884087
17351	Gm24610	0.0017610191134735942
13051	Gm15309	0.0017607577610760927
3865	B3gat3	0.0017607437912374735
18439	Gm26226	0.0017607348272576928
1221	4930486F22Rik	0.0017605827888473868
38746	RP24-324P5.6	0.0017604782478883862
24051	Gm44261	0.0017603944288566709
23566	Gm43755	0.0017603222513571382
42221	St3gal5	0.0017602985026314855
4291	Brk1	0.0017601941945031285
281	1700025F22Rik	0.0017599965212866664
38075	RP23-395N2.3	0.0017598747508600354
8067	Fam110b	0.0017598513513803482
16799	Gm23791	0.0017596534453332424
39752	Rnf157	0.00175942643545568
28869	Hist1h2bj	0.001759375911206007
27148	Gm7824	0.0017593560041859746
2757	Adgrg2	0.0017593097873032093
33584	Npb	0.0017593072261661291
2800	Adra2b	0.0017590932548046112
1858	8030453O22Rik	0.0017588699702173471
40493	Sbno1	0.0017587135080248117
23130	Gm43307	0.0017585018649697304
36053	Phyh	0.0017581770662218332
42755	Tbx3os2	0.0017581096617504954
39715	Rncr4	0.001758027938194573
6537	D030025P21Rik	0.0017578009283170104
14393	Gm17575	0.0017577627440914512
36402	Pnisr	0.0017576219979673624
35038	Olfr692	0.0017573462100699544
16804	Gm23796	0.0017572295619174838
1460	4930588G17Rik	0.0017571933567523956
25945	Gm5317	0.0017571680946275592
5717	Clec3a	0.0017571676289662719
2985	Aldoart1	0.0017570873023942113
39991	Rpl30-ps3	0.0017570677446201444
14906	Gm19243	0.0017569998744875193
11167	Gm12935	0.0017569346819072962
28778	Herc3	0.0017565753078088164
15845	Gm22358	0.0017563420115038753
32413	Mir8120	0.0017563044093549252
37454	RP23-179D3.3	0.0017561677377671003
43160	Tmbim6	0.0017561500426381826
987	4833421G17Rik	0.0017560076666995883
17693	Gm25110	0.001755911624059081
35589	Pard3	0.001755750854499638
13585	Gm15920	0.0017557163955643773
6651	Daam2	0.0017556003294885159
34817	Olfr486	0.0017554658697918057
21111	Gm37224	0.0017554296646267176
31095	Lrrn3	0.0017552716890349984
33513	Nmral1	0.0017550744814798236
35018	Olfr674-ps1	0.0017548751784488559
34609	Olfr273	0.001754805096425116
16106	Gm22753	0.0017546876333653927
23211	Gm43388	0.0017546110320836306
37568	RP23-217H9.3	0.0017545355949550867
36568	Ppif	0.0017543644644320011
29823	Ing1	0.0017542819259688258
42163	Srsf5	0.001754250144585967
45733	Zfhx2	0.0017540795961394906
32643	Mrgprc2-ps	0.0017537219682708383
8592	Fli1	0.0017536921659484506
38062	RP23-392I13.13	0.0017536726081743836
11538	Gm13389	0.0017532675992697477
3543	As3mt	0.0017531797057017684
3336	Aqp1	0.0017528664320707321
26186	Gm5735	0.001752748736180365
3913	BB014433	0.0017525776056572795
26846	Gm7123	0.0017524887807667255
44612	Usp46os1	0.0017524842405691743
37822	RP23-304K3.2	0.0017520133405923843
35170	Olfr819	0.0017519249813631177
15884	Gm22423	0.0017518397653475404
44232	Tuba8	0.001751675852574408
40714	Sel1l3	0.0017512288177385926
19451	Gm28068	0.0017512247432023287
15834	Gm22344	0.0017511456971988082
44513	Unc93b1	0.0017511134501546621
39596	Rhox11	0.0017505291616544127
16112	Gm22767	0.0017501643160358071
42222	St3gal6	0.0017500844551250339
17169	Gm24340	0.001750046736560762
25103	Gm45385	0.00174982869066298
19128	Gm27156	0.0017496553482487798
5814	Cnfn	0.0017495992360636592
24028	Gm44239	0.0017494569765403867
36290	Plec	0.001749352435581386
30778	Ldlrad2	0.001749209826812148
32961	Mxd4	0.0017491215839982033
6935	Dgkh	0.0017490339232608676
36443	Pogk	0.0017489658202975988
39469	Relt	0.0017489615129306912
9445	Gm10476	0.0017488064477220178
40752	Sema6d	0.0017487332224845886
15710	Gm22156	0.0017487157601863146
16311	Gm23061	0.0017484957352280617
13230	Gm15520	0.0017482787370681763
472	1700080N15Rik	0.0017481714021414518
34231	Olfr126	0.001748067676089704
1032	4922502D21Rik	0.0017480662791058421
25713	Gm4862	0.0017480166861787438
40467	Sardhos	0.0017479397356510162
18084	Gm25703	0.0017478548688814044
26676	Gm6680	0.0017478170339018106
13930	Gm16314	0.0017477640649303794
34722	Olfr388-ps1	0.001747599453665316
22453	Gm42624	0.001747594797052443
3248	Ap3s1	0.0017474208725616336
101	1600029O15Rik	0.0017474072519689798
8710	Fpr-rs7	0.001747273956425488
14834	Gm19002	0.0017472185427322984
34319	Olfr134	0.0017470699967816472
1108	4930432H08Rik	0.0017467915313318372
40066	Rpl7	0.0017465574201196432
30196	Kcnk4	0.001746399444527924
23827	Gm44031	0.0017462006071582437
7285	Dstyk	0.0017460439121350646
38435	RP24-112A6.4	0.0017460171366110444
37173	Ptx3	0.00174598372541368
28364	Grem2	0.0017457172507420182
32162	Mir6375	0.0017456515925005078
31351	Map3k6	0.0017454605549573898
11607	Gm13464	0.0017454188782721758
16586	Gm23470	0.001745298970490694
43192	Tmed9	0.0017452490283176303
27530	Gm8623	0.0017451925668865442
14846	Gm19033	0.0017450698651373386
19546	Gm28242	0.0017450324958190322
7109	Dnajb8	0.0017448515864089131
31156	Ly6d	0.0017445560079067945
13187	Gm15473	0.001744359964504838
37392	RP23-151K15.2	0.001744090928696096
45650	Zc2hc1b	0.0017438874347135425
24883	Gm45164	0.0017437695059925318
38415	RP23-99D11.5	0.0017434863839298487
30223	Kcnt2	0.0017434477340430021
17069	Gm24207	0.0017433329485356808
17823	Gm25292	0.0017431012820452452
34903	Olfr565-ps1	0.001742893480695784
7528	Efcab14	0.0017426552949473262
1613	4933421I07Rik	0.0017426221165806055
36375	Plxna4os2	0.001742596854455769
30246	Kctd6	0.0017424649558961391
28762	Heg1	0.0017423953395336866
18733	Gm26624	0.0017422324744984508
8038	Fabp5	0.001742097781971097
13884	Gm16262	0.0017420393414795399
4846	Ccdc142	0.0017417811322957277
540	1700112L15Rik	0.0017416446935385466
24258	Gm44519	0.0017414969624951482
27081	Gm7669	0.0017414918402209878
40123	Rps11-ps2	0.0017414632020518184
51	1110036E04Rik	0.0017413987079635262
10775	Gm12463	0.0017413203604519367
28240	Gpld1	0.0017412067390978336
41557	Smarcc2	0.0017411864828318357
29731	Il17c	0.0017409486463293433
38526	RP24-174O15.3	0.0017408961430191994
16443	Gm23245	0.0017408850835636258
16331	Gm23096	0.001740689272992313
20680	Gm3443	0.001740498119033873
28867	Hist1h2bg	0.0017404970712959766
32663	Mroh1	0.0017402174416929483
12726	Gm14886	0.0017401876393705606
20194	Gm29439	0.0017401850782334805
38884	RP24-428L4.4	0.0017397559713572264
44351	Ube2d3	0.0017396670300513506
7616	Eif3f	0.0017396481707692146
36647	Ppp2cb	0.0017396097537130117
6654	Dab2ip	0.0017393052112311125
32592	Mpp2	0.001739171682856977
35370	Oosp1	0.0017391012515872717
16350	Gm23116	0.0017390898428857327
30930	Lmtk2	0.0017390685388818383
43228	Tmem132d	0.001739010913297534
25927	Gm5294	0.00173881312366575
9104	Gins1	0.0017387240659445524
9894	Gm11471	0.0017386414110660553
15486	Gm21663	0.0017384695820510387
40277	Rraga	0.0017383017111569643
13597	Gm15933	0.0017382906517013907
4213	Bmp7	0.0017382638761773705
23570	Gm43759	0.0017382496735081077
17363	Gm24624	0.0017380929784849286
15220	Gm20587	0.0017376926261931658
19923	Gm28932	0.001737633254379034
2059	A230057D06Rik.1	0.0017373524606227875
22692	Gm42860	0.0017372703878208995
3511	Arpc4	0.0017371606081724167
2935	Akr1a1	0.0017369731795042753
2617	Actl10	0.001736963982693851
35654	Pbx3	0.0017369595589116216
42168	Srxn1	0.0017368752742186189
27962	Gm9723	0.001736737322062254
37573	RP23-21G7.6	0.001736671314574778
43722	Trak2	0.0017366326646879315
27471	Gm8488	0.0017361313803121448
4500	C530025M09Rik	0.0017360884230583906
14123	Gm16833	0.0017356022726744413
13811	Gm16175	0.001735494821332395
35469	Oxct2a	0.0017354056471958756
36594	Ppp1ca	0.0017353795701637864
3636	Atf7ip2	0.0017353510484099388
37719	RP23-269K2.1	0.001735249301418662
1117	4930434O05Rik	0.0017352350987493992
3597	Asphd2	0.001735024736262858
40517	Scarf2	0.001734945341013372
26465	Gm6254	0.00173471262678504
1985	9530013L04Rik	0.001734663499519229
26744	Gm6831	0.0017346016829833388
25034	Gm45315	0.0017343967920169234
33060	Myoz3	0.0017342976061627269
14759	Gm18782	0.0017342439386993647
35192	Olfr841-ps1	0.0017340279882773757
1536	4932441J04Rik	0.001733784331008792
15322	Gm20732	0.0017336610471829772
5148	Cd80	0.0017335786251351237
19531	Gm28214	0.001733351033180952
24499	Gm44768	0.0017333124997094274
2140	A530040E14Rik	0.001733078039251268
30708	Lasp1	0.0017329906113445759
40810	Serpina3k	0.0017329793190583587
28891	Hist1h4h	0.0017329150578007102
34877	Olfr541	0.00173279142472893
40960	Sh3bp1	0.0017326800152659416
30680	Lamp2	0.0017326350789517164
14902	Gm19224	0.0017326296074315906
24954	Gm45238	0.0017325959634035826
41205	Slc23a3	0.0017325289081782103
45842	Zfp36l1-ps	0.0017324859509244561
44546	Urad	0.0017324562650173903
43986	Trim8	0.0017324541695415974
14309	Gm17226	0.0017323163338005543
15353	Gm20797	0.0017322986386716366
38394	RP23-88K14.7	0.0017322448547929525
433	1700063H04Rik	0.0017320048063993454
36697	Pramef12os	0.00173172855284065
39595	Rhox10	0.0017315507866442204
30477	Klrb1b	0.0017314101569354534
26985	Gm7434	0.0017312468262389302
10530	Gm12189	0.0017312202835455537
13057	Gm15318	0.001730455900542438
31033	Lrrc3	0.0017301865154877305
11957	Gm13882	0.0017301554325968027
32454	Mkl1	0.0017299538012593985
22592	Gm42762	0.0017297639278694987
26379	Gm6079	0.0017296809237450361
35164	Olfr812	0.0017295745201408863
20443	Gm30978	0.00172950210981071
22233	Gm4208	0.001729399198666215
28227	Gpc5	0.0017293858109042048
2614	Actg-ps1	0.0017293121200054884
5800	Cmtm4	0.0017292385455220938
43385	Tmem41a	0.001729134120978415
35344	Olfr993	0.0017290208488702774
30965	Lpcat4	0.0017290078103542328
33453	Nkx2-2	0.0017288877861574292
13475	Gm15791	0.0017287808004766703
12454	Gm14561	0.0017286462243646383
30666	Lair1	0.0017284820787608624
38199	RP23-438F16.4	0.0017284047789871693
16454	Gm23262	0.0017283057095482945
24370	Gm44640	0.0017281868495047092
12470	Gm14579	0.0017280966276302934
33286	Ndufv3	0.0017280303873121738
35326	Olfr977-ps1	0.0017280005849897861
27432	Gm8385	0.0017279236344620585
9629	Gm10923	0.0017277949955314398
37409	RP23-157N5.1	0.0017277750885114074
8743	Fryl	0.0017275841673836112
10627	Gm12299	0.00172748405020684
502	1700095B10Rik	0.0017272686818614602
5827	Cnksr3	0.00172720558475703
6111	Creg2	0.0017270921962335706
5997	Cotl1	0.0017270668176934123
9868	Gm11440	0.0017270224634557962
35297	Olfr949-ps1	0.00172678183298558
39083	RP24-93K4.3	0.001726703834719956
12381	Gm14459	0.0017264889320358634
12212	Gm14236	0.00172644283156842
11256	Gm13039	0.0017264087218791246
11100	Gm12863	0.0017263797344639897
1544	4933400L20Rik	0.0017263758927583694
11621	Gm13480	0.001726344577036798
29532	Ighv9-2	0.0017263020854443312
41888	Sox8	0.0017262225737795234
10800	Gm12493	0.0017261996399611235
26611	Gm6558	0.0017260994063690305
4208	Bmp2k	0.001725869718939066
42558	Taar5	0.0017256252467632294
41144	Slc16a2	0.0017255388665944338
9134	Gje1	0.001725531998090446
4088	Bcat1	0.0017253829864785075
25487	Gm45772	0.0017253070836886764
25554	Gm45846	0.0017253063851967454
21244	Gm37372	0.0017253014957532287
36303	Plekhd1	0.0017252081306651235
8033	Fabp12	0.001725154579617083
13097	Gm15359	0.0017251110402867198
12800	Gm14980	0.001724898349493742
10875	Gm12601	0.0017248980002477765
18149	Gm25801	0.0017248510848730803
26467	Gm6260	0.001724839210510254
31799	Mir129-2	0.001724748988635838
127	1700003I22Rik	0.0017246853094547987
34439	Olfr1458	0.0017246078932657838
23892	Gm4410	0.0017244170885533094
40523	Scarna3a	0.0017244141781702638
37790	RP23-292G1.3	0.0017243233742192388
7871	Ermp1	0.0017238688888028264
20128	Gm29322	0.0017236726125702262
38071	RP23-395M5.7	0.0017236380372196436
39539	Rgs13	0.0017236053245142102
5604	Cib2	0.0017235643463209271
6362	Cxx1c	0.0017235403647646308
6647	DQ267101	0.0017235162667930126
8291	Fam90a1a	0.001723429304547608
44534	Uqcc2	0.0017234269762411714
14800	Gm18877	0.0017233537510037422
39735	Rnf130	0.0017232068348675966
6773	Ddr2	0.0017231812234967947
40659	Sdha	0.0017230506055057049
27910	Gm9540	0.001723015564493835
20754	Gm35584	0.0017229828517884016
3885	B430319H21Rik	0.001722710789181292
15389	Gm20945	0.0017226061318069696
29320	Ifng	0.0017225849442183971
40122	Rps11-ps1	0.0017225384945049882
36820	Prl8a1	0.0017225255724042654
4973	Ccl19.1	0.001722385990433395
17921	Gm25435	0.0017221446614712477
35884	Pdzrn4	0.001722085988149047
44024	Tro	0.0017215718980878592
5303	Ceacam12	0.0017214362742379308
2792	Adprh	0.0017214155523106456
6223	Csrp2	0.0017213934333994985
43090	Timp4	0.001721378997899592
45400	Wdr93	0.0017213496612384915
38776	RP24-347C6.3	0.0017212987877428532
26218	Gm5795	0.001721189240925014
12740	Gm14902	0.0017211689846590161
11751	Gm13622	0.001721082255244255
34741	Olfr406	0.0017207066994160414
21154	Gm3727	0.0017206931952387094
26128	Gm5619	0.0017203594325110316
35337	Olfr987	0.0017202261369675398
12475	Gm14585	0.001720207161270082
28158	Gngt2	0.0017200227594003081
38992	RP24-545B2.5	0.0017197872512042522
32743	Mrps30	0.0017197630368173122
17669	Gm25078	0.001719446387141943
36755	Prickle2	0.0017194233369082212
26207	Gm5764	0.0017192783998325467
22314	Gm42485	0.001719217631034553
30946	Lonrf2	0.001719021936878562
26304	Gm5938	0.001718978863209486
39780	Rnf217	0.0017189481295645237
14049	Gm16541	0.0017189180944114923
40282	Rras2	0.0017188634956255555
27903	Gm9520	0.001718781772069633
34263	Olfr1289	0.0017185130855068564
14584	Gm18222	0.0017183921299874783
24973	Gm45255	0.001718275947496295
4193	Bloc1s3	0.001718010171316564
3590	Asns	0.0017179484711959958
34683	Olfr348	0.001717688050121069
28836	Hipk2	0.0017172785010188818
45630	Zbtb4	0.0017172691877931356
20129	Gm29323	0.0017172653460875154
29695	Igsf8	0.0017172545194625854
29000	Hnrnpu	0.0017172052757814527
494	1700092K14Rik	0.0017170897917822003
20219	Gm29483	0.0017170837381854653
3261	Apba1	0.0017170424107462168
9317	Gm10237	0.001716814236715436
15833	Gm22343	0.001716691185720265
41816	Snx3	0.0017166800098493695
37486	RP23-186D15.7	0.001716579427011311
6167	Crygb	0.0017164652235805988
43061	Tifab	0.0017163071315735579
12861	Gm15050	0.0017160593997687101
15425	Gm21119	0.0017157323891296983
3127	Ankk1	0.001715314807370305
1895	9130230L23Rik	0.0017152575310319662
12132	Gm14130	0.0017152540385723114
35279	Olfr930	0.0017151337815448642
38734	RP24-316B2.2	0.001715092221274972
40193	Rps19-ps9	0.0017148667247965932
11558	Gm13412	0.0017148631159216166
42935	Tex33	0.0017148535698652267
27970	Gm9732	0.0017146600876003504
27915	Gm9556	0.0017142766155302525
30808	Lgals1	0.0017142288852483034
4421	C1d	0.0017141519347205758
10574	Gm12241	0.0017141441348940134
8838	G630018N14Rik	0.0017138964030891657
10214	Gm11846	0.0017137322574853897
36583	Ppm1f	0.0017136469250544906
21996	Gm38223	0.0017135312082245946
32958	Mx2	0.0017134238732978702
28879	Hist1h3c	0.0017133912770077586
8369	Fbxl3	0.0017133142100647092
22074	Gm38306	0.001713274628855288
17702	Gm25121	0.0017132018692791462
17620	Gm25005	0.00171314412727952
14558	Gm18159	0.0017131119966506958
28878	Hist1h3b	0.0017130509950220585
7550	Efna5	0.0017123875441029668
20384	Gm3012	0.0017122057033702731
22232	Gm4204	0.001712076016701758
19961	Gm29006	0.0017120752017945051
45413	Wfdc15b	0.0017119860276579857
2667	Adam23	0.0017119573894888163
14963	Gm19637	0.0017119495896622539
10437	Gm12089	0.00171176518779248
12201	Gm14225	0.0017117265379056334
23811	Gm44014	0.0017116962699219584
8542	Fhad1os2	0.0017116875387728214
8675	Foxi2	0.0017114735674113035
35581	Papss2	0.0017113318899646401
27274	Gm8094	0.0017111808992922306
10229	Gm11861	0.001711103250272572
33034	Myo1d	0.0017110977787524462
43013	Thbd	0.0017110593616962433
28264	Gpr149	0.0017110349144786596
20698	Gm34780	0.0017109507462009788
30307	Kif1bp	0.0017109289765357971
37177	Pum2	0.0017108323518186808
18830	Gm26723	0.0017108190804719925
33346	Neurl1b	0.0017107391031458974
20596	Gm33142	0.001710707787424326
3769	Atxn2	0.0017106770537793636
4691	Capns1	0.0017105714650824666
25082	Gm45361	0.001710417796857655
42332	Stox2	0.0017099541146308184
1853	8030423J24Rik	0.0017098071984946728
7075	Dnah1	0.0017097914824262261
30179	Kcnj16	0.001709779491648078
34179	Olfr121	0.001709741074591875
31541	Me3	0.001709712203592062
13518	Gm15844	0.0017097059171646833
27758	Gm9120	0.001709698117338121
3834	B230216N24Rik	0.0017096302472054958
26212	Gm5777	0.0017096144147217274
25099	Gm45380	0.00170945527497679
18529	Gm26361	0.0017091615591198206
2397	AY358078	0.0017089314060285687
9907	Gm11485	0.0017086687730625272
23994	Gm44203	0.0017086239531636238
15398	Gm21013	0.0017083610873669386
12805	Gm14985	0.0017080743564292789
19791	Gm28669	0.0017080591060221195
15785	Gm22275	0.001708050724118948
15505	Gm21742	0.001707953168079257
9870	Gm11444	0.0017078460659831762
19808	Gm28722	0.0017076698131859303
33195	Ncf2	0.001707621617242694
38881	RP24-427O13.1	0.0017074549105018377
36917	Prrc2a	0.0017074055504053831
39225	Ramp2	0.0017072770278900862
37172	Pttg1ip	0.0017072635237127542
37140	Ptpn6	0.0017072346527129412
1947	9330182L06Rik	0.001707045128569007
13913	Gm16295	0.0017070173053070903
13332	Gm15626	0.001706902519799769
9186	Glt6d1	0.0017068955348804593
26159	Gm5696	0.0017068807501345873
13287	Gm15579	0.0017068770248442888
8728	Frmd6	0.00170686817727983
14449	Gm17799	0.0017068309243768454
16190	Gm22883	0.0017067992594093084
34656	Olfr32	0.0017067810986191034
18276	Gm25989	0.0017067441949620843
43944	Trim31	0.0017064256826415658
14211	Gm17097	0.0017063451232388616
18597	Gm26467	0.001706333365291357
17123	Gm24273	0.0017062695696949959
20330	Gm29730	0.001706266193650663
34291	Olfr1313	0.0017061667749658227
14470	Gm17838	0.0017061129910871387
7819	Eps8	0.0017059599049389362
14082	Gm16578	0.0017058580415323377
35283	Olfr935	0.001705844304524362
28580	H2-M10.3	0.0017058363882824779
13743	Gm16101	0.001705822884105146
13551	Gm15882	0.0017057993682101369
13056	Gm15317	0.0017057310324162245
41735	Snord49a	0.0017056179931387305
5657	Clcn4	0.0017055684002116323
31256	Mageb1	0.0017055515199899673
20441	Gm3095	0.0017054191557690501
34499	Olfr1527-ps1	0.0017053998308256269
45716	Zdhhc8	0.00170538027305156
26506	Gm6329	0.0017053403425961733
44186	Ttc39b	0.0017052522161975503
15775	Gm22260	0.001705194590613246
23111	Gm43286	0.0017051597824320197
7542	Efhd1	0.001704846159555018
24036	Gm44247	0.0017048218287527561
46322	n-R5s101	0.0017046952852979302
34820	Olfr489-ps1	0.001704677240923047
36995	Psg23	0.0017045899294316769
8873	Gabre	0.0017045683925971389
24055	Gm44266	0.0017044749110937119
17201	Gm24388	0.001704448601230979
36802	Prl2c1	0.001704416936263442
14577	Gm18205	0.0017043875996023417
38318	RP23-58B7.2	0.0017043775878846645
14196	Gm17078	0.0017043055268004537
32439	Mirlet7c-2	0.0017040850361809134
32981	Mycbpap	0.0017040843376889825
34935	Olfr596	0.0017040710663422942
21090	Gm37201	0.0017039421945810318
22549	Gm42720	0.0017039220547303557
1541	4933400A11Rik	0.0017038238001987338
36621	Ppp1r2-ps3	0.0017037912039086223
39948	Rpl23a-ps10	0.0017037189099937677
33052	Myof	0.001703637302853167
4971	Ccl19-ps1	0.0017035524360835552
8104	Fam13c	0.0017034454504027963
17109	Gm24257	0.0017033109907060862
3137	Ankrd13a	0.001703280839137733
2708	Adamtsl2	0.0017031332245096564
6520	Cypt3	0.0017031260067597032
45426	Wfikkn2	0.0017031211173161864
4949	Ccdc89	0.0017029971349984407
19523	Gm28192	0.001702989568002522
692	2310003L06Rik	0.0017029824666678905
39908	Rpl17-ps5	0.0017025686101987958
4771	Cav1	0.001702542183920741
3757	Atpaf1	0.001702486420981586
9242	Gm10080	0.0017024779226630926
12930	Gm15156	0.001702341134659946
38715	RP24-296K18.6	0.0017023349646478891
8655	Fosl2	0.0017022790852934122
12262	Gm14293	0.0017022022511810064
8228	Fam26e	0.0017021858366206288
14495	Gm17937	0.0017021584790199995
33830	Nwd1	0.0017020893283188343
578	1700128F08Rik	0.0017020527739077806
